sample,ZP3_log2_TPM
GTEX-13JUV-0011-R11a-SM-5LZYH,1.7575
GTEX-S7PM-0011-R5A-SM-3NM8G,0.044
GTEX-13FXS-0011-R1a-SM-5K7U6,1.125
GTEX-144GL-0011-R11b-SM-5P9F6,1.0573
GTEX-X4XX-0011-R5A-SM-46MWN,1.2756
GTEX-145LU-0011-R9b-SM-5SI66,1.3956
GTEX-13OW6-0011-R2a-SM-5L3HG,0.5568
GTEX-14DAQ-3026-SM-5S2QZ,0.0854
GTEX-13FHO-0011-R1b-SM-5KLZG,1.2815
GTEX-13N1W-0011-R4a-SM-5MR52,0.24
GTEX-X4EP-0011-R1A-SM-3P624,3.1344
GTEX-12WS9-0011-R4b-SM-5P9EU,-0.2671
GTEX-13RTJ-0011-R10b-SM-5O9CW,0.6969
GTEX-13S7M-0011-R6b-SM-5O9D8,1.6466
GTEX-13O3O-0011-R6b-SM-5P9GY,2.4386
GTEX-12WSH-0011-R9b-SM-5LZUG,1.884
GTEX-12126-1026-SM-5P9JJ,0.5955
GTEX-WWYW-3126-SM-3NB39,0.679
GTEX-13CF2-0011-R5a-SM-5LZWS,2.1509
GTEX-13VXU-2926-SM-5LU5C,0.6608
GTEX-ZAB4-0011-R8b-SM-4SOKF,0.1776
GTEX-13NYB-3026-SM-5IJD7,1.7446
GTEX-13CIG-0011-R8b-SM-5LZX5,0.7664
GTEX-UTHO-0011-R5A-SM-3GIJD,1.7009
GTEX-13O3O-0011-R8b-SM-5LUAL,0.1124
GTEX-X4XX-0011-R3B-SM-46MWK,0.6239
GTEX-NPJ7-0011-R2a-SM-2I3GF,1.4756
GTEX-ZE9C-0011-R3a-SM-4WKGT,-0.013
GTEX-13QJC-0011-R8b-SM-5S2U6,2.3308
GTEX-12WS9-0011-R3a-SM-5CVNF,0.0718
GTEX-ZUA1-0011-R6b-SM-4YCDD,0.2029
GTEX-13PVQ-0011-R7a-SM-5L3G3,1.4547
GTEX-13NYS-0011-R3b-SM-5MR41,1.2209
GTEX-13X6K-0011-R7b-SM-5P9K7,3.2766
GTEX-1399T-0011-R5b-SM-5IJDK,3.5287
GTEX-145MH-3026-SM-5Q5DZ,1.1382
GTEX-Y8DK-0011-R10A-SM-4SOK1,-0.2845
GTEX-13OW8-0011-R1a-SM-5L3HI,-0.1504
GTEX-14753-0011-R6b-SM-5S2UD,-0.3752
GTEX-13X6K-0011-R5b-SM-5PNUE,3.8167
GTEX-NL3H-0011-R7a-SM-2I3G5,1.1447
GTEX-ZDXO-0011-R5a-SM-4WKG5,1.8484
GTEX-X4EP-0011-R3A-SM-3P626,2.9618
GTEX-13N2G-0011-R3b-SM-5MR5G,1.3679
GTEX-T2IS-3026-SM-32QPM,2.3135
GTEX-14BIN-0011-R6a-SM-5S2RH,2.3135
GTEX-13OVH-0011-R3a-SM-5KM49,1.2333
GTEX-P44G-0011-R4A-SM-2I3FB,0.2642
GTEX-13PDP-0011-R6b-SM-5O9D5,0.8408
GTEX-NPJ8-0011-R1a-SM-2HMLC,1.3623
GTEX-N7MS-0011-R7a-SM-2HMKN,0.6332
GTEX-13SLW-0011-R2b-SM-5O9C6,0.044
GTEX-ZAJG-3026-SM-5HL92,-1.9379
GTEX-WHSE-0011-R5A-SM-3P5ZO,1.5216
GTEX-11ZUS-0011-R9b-SM-5BC76,1.0222
GTEX-RU72-2926-SM-2TF66,0.9115
GTEX-Q2AG-0011-R6A-SM-2HML7,2.4701
GTEX-11EI6-2926-SM-5985U,1.196
GTEX-R55F-0011-R5A-SM-2TF5L,1.6604
GTEX-13FXS-0011-R10a-SM-5J2MA,1.105
GTEX-13O3Q-0011-R4a-SM-5P9H2,-0.4521
GTEX-132Q8-2926-SM-5IFFP,0.9493
GTEX-NL3H-0011-R5a-SM-2I3GB,1.674
GTEX-1399T-0011-R11a-SM-5J2O1,3.6691
GTEX-ZAB4-2926-SM-57WCV,0.7579
GTEX-13N1W-0011-R9b-SM-5MR4R,1.0007
GTEX-13OVL-0011-R9a-SM-5P9GX,2.9052
GTEX-13FXS-0011-R8a-SM-5J1MN,1.3167
GTEX-ZAB4-0011-R9a-SM-4SOKG,1.5064
GTEX-S7SE-0011-R2A-SM-2XCDC,0.9343
GTEX-139TT-0011-R1a-SM-5LZVD,0.7407
GTEX-12696-2926-SM-5FQTG,1.4704
GTEX-N7MT-0011-R10A-SM-2I3E1,2.7139
GTEX-13NYS-0011-R10a-SM-5MR4S,2.0325
GTEX-11NV4-0011-R5a-SM-5NQ88,1.8918
GTEX-13CF2-0011-R3b-SM-5LZZ6,2.4908
GTEX-ZVZQ-0011-R4b-SM-57WCZ,-0.3201
GTEX-13RTJ-0011-R4b-SM-5PNX1,-0.6416
GTEX-13NYS-0011-R11b-SM-5MR4P,1.0983
GTEX-T6MN-0011-R10A-SM-32QP7,1.9859
GTEX-NPJ8-0011-R1a-SM-33HCB,1.2756
GTEX-13SLW-0011-R4b-SM-5S2W2,-0.3383
GTEX-PVOW-2526-SM-2XCF7,0.2998
GTEX-OHPN-0011-R10A-SM-5S2U3,0.547
GTEX-13FHP-0011-R5b-SM-5LZY2,0.1257
GTEX-139T8-0011-R3b-SM-5HL4R,0.8164
GTEX-ZE7O-0011-R11a-SM-57WBC,1.4547
GTEX-N7MT-0011-R11A-SM-2I3DZ,3.0234
GTEX-NL4W-0011-R5a-SM-2I3GD,1.3679
GTEX-147GR-0011-R10b-SM-5S2UM,0.2277
GTEX-ZVZQ-0011-R8a-SM-51MR5,0.9115
GTEX-13CIG-0011-R3b-SM-5K7XF,-0.8084
GTEX-13SLX-0011-R5a-SM-5O9BV,1.4859
GTEX-13PVQ-0011-R5b-SM-5O9DI,1.2636
GTEX-RU72-0011-R11A-SM-5SI8G,0.2029
GTEX-S7SE-0011-R6A-SM-2XCD9,1.7489
GTEX-12WSA-0011-R4a-SM-57WB7,-0.5543
GTEX-12WSH-0011-R1a-SM-5GU5V,1.0711
GTEX-145MI-0011-R11a-SM-5P9JZ,1.4388
GTEX-12WSF-0011-R5a-SM-5HL8K,1.6374
GTEX-PVOW-0011-R3A-SM-32PKX,0.1903
GTEX-145LS-3126-SM-5Q5BY,0.9493
GTEX-QVJO-0011-R6A-SM-2S1QN,2.6715
GTEX-145LS-0011-R8b-SM-5PNXA,1.6604
GTEX-13OW8-2926-SM-5L3FV,1.5902
GTEX-ZVT3-0011-R7a-SM-57WCO,-1.2142
GTEX-QMR6-0011-R4A-SM-32PKU,0.1648
GTEX-P44H-0011-R6A-SM-2XCF3,1.9895
GTEX-P44G-0011-R7A-SM-2I3F9,1.4174
GTEX-R55F-0011-R6A-SM-2TF4L,2.791
GTEX-YJ89-0011-R8b-SM-4SOK8,-0.5543
GTEX-TSE9-0011-R1A-SM-3DB7E,0.8805
GTEX-12ZZW-0011-R6a-SM-5DUVZ,1.4228
GTEX-N7MS-0011-R1a-SM-2HMJG,1.0222
GTEX-Q2AG-0011-R3A-SM-2HMJ9,1.2085
GTEX-T6MN-0011-R6A-SM-5CHQD,-9.9658
GTEX-12WSB-3026-SM-59HKM,4.0401
GTEX-Z93S-2826-SM-57WBL,1.1316
GTEX-ZE9C-3026-SM-4WKHB,0.7748
GTEX-ZF28-0011-R3a-SM-4WWDA,2.2872
GTEX-13SLX-0011-R6a-SM-5PNX4,1.4911
GTEX-13N1W-0011-R3a-SM-5MR5E,0.6332
GTEX-XOTO-0011-R3A-SM-4B64W,-0.6416
GTEX-ZV68-0011-R10a-SM-51MT7,0.434
GTEX-13SLX-0011-R4a-SM-5O9BJ,0.434
GTEX-147F4-0011-R10b-SM-5S2WC,0.679
GTEX-WZTO-0011-R7B-SM-4E3IS,2.8641
GTEX-WHSE-3026-SM-3P5ZH,0.5271
GTEX-WZTO-0011-R10B-SM-4E3KB,1.8323
GTEX-145MI-0011-R10a-SM-5PNZD,1.2815
GTEX-13NYB-0011-R2a-SM-5MR3C,0.4552
GTEX-ZUA1-0011-R1a-SM-4YCE2,0.1648
GTEX-12ZZZ-0011-R3b-SM-5DUXK,-0.1504
GTEX-13O3O-0011-R7b-SM-5P9GZ,1.8564
GTEX-WVLH-0011-R8A-SM-3MJFC,0.8883
GTEX-131XH-0011-R4b-SM-5DUWB,2.9875
GTEX-147GR-0011-R9a-SM-5S2UY,1.1833
GTEX-13O3Q-3026-SM-5IJGD,0.8805
GTEX-ZVT3-0011-R6a-SM-51MSU,0.517
GTEX-X4EP-0011-R8B-SM-4QASL,3.2435
GTEX-YJ89-2926-SM-5P9IT,0.2154
GTEX-ZAK1-2926-SM-5HL9S,1.0363
GTEX-11TUW-3126-SM-5GU4Y,-0.9406
GTEX-XLM4-0011-R11A-SM-4AT46,2.3677
GTEX-T5JC-0011-R1A-SM-32PM6,-0.0574
GTEX-13QIC-0011-R4a-SM-5PNX8,1.7617
GTEX-13CF2-0011-R2a-SM-5L3DC,2.2175
GTEX-N7MS-0011-R5a-SM-2HMK8,2.3337
GTEX-ZDXO-0011-R2b-SM-4WKFG,0.0718
GTEX-13G51-0011-R7b-SM-5LZXG,1.8683
GTEX-X585-0011-R3B-SM-46MVG,-0.0574
GTEX-13FLV-0011-R5a-SM-5LZWT,1.9377
GTEX-13FHP-2926-SM-5IJG9,0.5666
GTEX-12WSC-0011-R3a-SM-5P9F1,-0.0725
GTEX-12WSA-0011-R10b-SM-5P9ET,1.0222
GTEX-11O72-2826-SM-5HL6W,1.412
GTEX-11EI6-3026-SM-5GZZO,0.5271
GTEX-148VJ-0011-R9b-SM-5SI77,1.412
GTEX-N7MT-1226-SM-2D7W4,3.6939
GTEX-T6MN-0011-R10A-SM-5CHQC,-9.9658
GTEX-11WQK-0011-R11a-SM-5BC6W,1.3956
GTEX-12WSC-0011-R7b-SM-5LU9L,1.6327
GTEX-12WSH-3026-SM-5CVNI,1.2394
GTEX-XLM4-0011-R4B-SM-4AT5C,3.4543
GTEX-13OVJ-0011-R8b-SM-5L3FS,0.5568
GTEX-13OW5-0011-R8a-SM-5L3GQ,1.8484
GTEX-X4XX-0011-R10B-SM-46MWO,-0.1828
GTEX-145MG-3126-SM-5Q5D3,-1.685
GTEX-13NZ8-0011-R8b-SM-5KM48,-0.9686
GTEX-12WSH-0011-R2a-SM-5GU68,1.2271
GTEX-131YS-0011-R3b-SM-5DUXB,0.8082
GTEX-12ZZZ-3026-SM-5BC67,0.1388
GTEX-XMD1-0011-R8A-SM-4AT48,0.9419
GTEX-QDT8-0011-R11A-SM-32PKD,1.4441
GTEX-145LS-0011-R6b-SM-5PNWL,3.0411
GTEX-11OF3-0011-R8b-SM-57WCS,1.3511
GTEX-PVOW-0011-R1A-SM-32PL6,1.7403
GTEX-QVJO-0011-R8A-SM-447C7,0.8082
GTEX-QVJO-0011-R5A-SM-2S1QM,2.3953
GTEX-WZTO-0011-R6B-SM-4E3J6,2.9581
GTEX-13O3O-3026-SM-5KM42,0.537
GTEX-13X6J-0011-R6a-SM-5PNUB,1.4859
GTEX-ZYFD-3026-SM-5E44C,-0.0277
GTEX-13QIC-0011-R3a-SM-5P9HT,0.7321
GTEX-13NZ8-0011-R1b-SM-5KM3V,-3.6259
GTEX-14BMV-3026-SM-5S2PQ,0.6608
GTEX-13NYS-0011-R6b-SM-5MR3R,2.9655
GTEX-13OW8-0011-R11a-SM-5L3GT,0.7579
GTEX-139TS-3126-SM-5LZWX,0.3115
GTEX-XOTO-0011-R6B-SM-4B65X,0.8164
GTEX-RNOR-0011-R7A-SM-2TF4V,0.8568
GTEX-X4XX-0011-R6B-SM-46MWP,1.6234
GTEX-13O3Q-0011-R11b-SM-5KM2W,0.1519
GTEX-145MH-0011-R1b-SM-5PNWY,0.4761
GTEX-ZE7O-3126-SM-5HL5X,1.4652
GTEX-13G51-3126-SM-5IJG7,0.6332
GTEX-1477Z-0011-R5b-SM-5PNUO,-0.5973
GTEX-RVPV-0011-R3A-SM-2TF63,0.434
GTEX-13FXS-3026-SM-5LZYO,0.4967
GTEX-ZDXO-0011-R10a-SM-4WWD8,0.9191
GTEX-144GO-0011-R6b-SM-5S2V7,3.7667
GTEX-13PLJ-0011-R3a-SM-5O9DT,0.2154
GTEX-13QIC-2926-SM-5J2NF,1.2576
GTEX-145MI-0011-R8b-SM-5PNZ9,1.0847
GTEX-12ZZX-0011-R7b-SM-5DUVV,1.1382
GTEX-111FC-3326-SM-5GZYV,1.4065
GTEX-Z93S-0011-R10a-SM-4RGNM,1.3225
GTEX-YFC4-0011-R6b-SM-4V6E1,-0.4325
GTEX-13OW7-0011-R11a-SM-5O9DY,1.4962
GTEX-T2IS-0011-R11A-SM-32QPC,3.5312
GTEX-XOTO-0011-R5A-SM-4B657,0.1519
GTEX-139T4-0011-R9b-SM-5HL6S,1.0151
GTEX-13VXU-0011-R11b-SM-5O9DJ,1.7141
GTEX-139TS-0011-R5b-SM-5J2MZ,0.434
GTEX-11OF3-0011-R5a-SM-57WB4,1.9786
GTEX-Q2AG-0011-R7A-SM-2HMJP,2.004
GTEX-13X6K-2826-SM-5O9DS,3.5187
GTEX-1399T-0011-R1b-SM-5DUWN,2.8117
GTEX-XLM4-2926-SM-4AT59,3.9147
GTEX-131XH-0011-R3b-SM-5DUWM,1.6964
GTEX-1192X-3226-SM-5987D,0.2522
GTEX-ZVZQ-0011-R5b-SM-57WDC,1.6649
GTEX-13X6K-0011-R8b-SM-5PNZ4,2.8661
GTEX-12ZZZ-0011-R6b-SM-5EQ5B,1.7575
GTEX-13G51-0011-R6b-SM-5LZX4,1.4335
GTEX-YFC4-0011-R10a-SM-4SOK5,1.6604
GTEX-13112-0011-R4b-SM-5DUXL,1.0079
GTEX-1313W-0011-R1b-SM-5EQ4A,0.9789
GTEX-Q2AG-2826-SM-2HMJQ,2.0325
