sample,ZP3_log2_TPM
GTEX-NL3H-0011-R3a-SM-2I3GL,1.1897
GTEX-N7MT-0011-R1a-SM-5SI7S,2.6873
GTEX-13N1W-0011-R6a-SM-5MR43,1.1316
GTEX-13FLV-0011-R3b-SM-5LZYP,-0.8339
GTEX-T5JC-0011-R6A-SM-5SI89,1.6374
GTEX-NPJ8-0011-R8a-SM-2HMLG,0.5955
GTEX-1445S-0011-R10a-SM-5PNWB,0.537
GTEX-T2IS-2926-SM-32QPO,3.6725
GTEX-131XW-0011-R11a-SM-5DUV9,2.1476
GTEX-QVJO-1325-SM-2S1QX,1.0779
GTEX-XMD1-0011-R3B-SM-4AT5R,0.4233
GTEX-ZE7O-0011-R10a-SM-57WAZ,1.0293
GTEX-13G51-3026-SM-5IJB8,0.537
GTEX-13FHP-0011-R11b-SM-5LZXP,0.0718
GTEX-WWYW-0011-R11A-SM-3NB38,1.2992
GTEX-14ABY-0011-R5b-SM-5SI7B,1.9034
GTEX-ZXG5-0011-R6a-SM-57WBZ,1.5998
GTEX-X4EP-3026-SM-3P5YP,3.5424
GTEX-13OW7-0011-R8b-SM-5L3HR,1.2516
GTEX-13RTJ-0011-R8b-SM-5O9DL,0.9343
GTEX-12ZZZ-0011-R4b-SM-5DUV7,0.4447
GTEX-13CZV-0011-R3a-SM-5KM27,-0.3022
GTEX-N7MS-0011-R11A-SM-2HMJS,1.0079
GTEX-12WSE-0011-R10b-SM-5P9JV,-0.4719
GTEX-13SLW-0011-R5b-SM-5SI6Z,1.5709
GTEX-14753-0011-R10b-SM-5S2WE,-1.0262
GTEX-13OW5-0011-R1b-SM-5L3GE,0.3115
GTEX-14ABY-0011-R4b-SM-5S2VN,0.1519
GTEX-NL3H-0011-R10A-SM-2I3E9,1.0915
GTEX-145LU-2626-SM-5LU9Z,1.5165
GTEX-WHSE-0011-R6A-SM-3P5ZP,1.4962
GTEX-NPJ8-0011-R5a-SM-2HMJY,1.6558
GTEX-13OW6-0011-R8a-SM-5L3GF,0.4657
GTEX-ZDXO-0011-R7a-SM-4WWCU,2.0707
GTEX-NPJ8-0011-R11A-SM-2YUMS,-1.2142
GTEX-139TS-0011-R6a-SM-5J2OB,-1.7809
GTEX-11NUK-2926-SM-5A5MD,0.5666
GTEX-131XW-0011-R9a-SM-5N9EO,3.4843
GTEX-145LU-0011-R1a-SM-5Q5CE,0.9191
GTEX-145LS-0011-R4b-SM-5S2UT,0.7999
GTEX-ZF28-0011-R10a-SM-4WWEH,2.128
GTEX-144GO-0011-R1a-SM-5PNWO,0.688
GTEX-NPJ8-0011-R7a-SM-2HMJV,1.3283
GTEX-X4EP-0011-R10B-SM-4QASJ,3.1797
GTEX-NPJ8-0011-R9a-SM-2YUN5,2.1798
GTEX-145MH-0011-R11a-SM-5P9HQ,1.1512
GTEX-QVUS-0011-R6A-SM-3GACX,2.6371
GTEX-WVLH-0011-R7A-SM-3MJFB,1.2516
GTEX-144GL-0011-R4a-SM-5PNUI,-1.1488
GTEX-1445S-0011-R3a-SM-5P9HY,-0.0425
GTEX-14ABY-0011-R11a-SM-5SI7C,1.2696
GTEX-13OW6-0011-R4a-SM-5O9DX,-1.3921
GTEX-ZVT3-0011-R8b-SM-57WDJ,1.0573
GTEX-QVJO-0011-R4A-SM-2S1QL,1.3109
GTEX-X4EP-0011-R5A-SM-3P628,3.2973
GTEX-WVLH-0011-R2A-SM-3MJFJ,0.0158
GTEX-13O3O-0011-R4b-SM-5KM3F,0.0158
GTEX-13OVJ-0011-R11a-SM-5P9H8,0.4865
GTEX-X4XX-0011-R7A-SM-46MWR,-9.9658
GTEX-12WSB-0011-R5b-SM-5GU67,4.1351
GTEX-11ONC-0011-R9b-SM-5NQ8J,-0.5756
GTEX-13JUV-0011-R10b-SM-5LZXR,-1.2828
GTEX-13OW6-0011-R1a-SM-5L3HQ,0.4657
GTEX-13OW5-3126-SM-5MR3Y,0.3907
GTEX-12WSE-2926-SM-5RQJ9,0.537
GTEX-TSE9-2926-SM-5CHQO,-9.9658
GTEX-13S7M-3026-SM-5S2QQ,0.1257
GTEX-13JUV-3026-SM-5K7WX,0.2154
GTEX-12ZZX-0011-R11a-SM-5DUVJ,1.4547
GTEX-13NYC-2826-SM-5K7WR,0.8568
GTEX-13O3O-0011-R5b-SM-5KM44,1.1833
GTEX-145LS-0011-R5a-SM-5SI65,2.1638
GTEX-13JVG-0011-R10b-SM-5KM2P,0.1519
GTEX-131XH-0011-R8a-SM-5EGLL,2.4492
GTEX-139TT-0011-R5b-SM-5K7W8,0.3115
GTEX-1445S-3026-SM-5O9BR,0.7493
GTEX-RU72-3026-SM-5SI7Y,-0.9971
GTEX-N7MS-2425-SM-26GMD,3.7367
GTEX-N7MT-1226-SM-26GMT,0.4865
GTEX-N7MT-1226-SM-26GMC,3.4264
GTEX-ZUA1-2926-SM-59HL3,1.7316
GTEX-12WSM-2126-SM-5GCOC,0.679
GTEX-1445S-0011-R4a-SM-5PNWN,0.24
GTEX-ZE9C-0011-R7a-SM-4WWCX,2.0638
GTEX-1313W-0011-R6a-SM-5K7XO,1.8323
GTEX-13RTL-0011-R9a-SM-5Q5BR,-1.2828
GTEX-13X6J-0011-R7b-SM-5PNUC,1.2992
GTEX-145LS-0011-R1b-SM-5PNUP,0.2522
GTEX-13NYB-0011-R5a-SM-5MR45,2.4171
GTEX-QVUS-0011-R10A-SM-3GIK3,1.0847
GTEX-Q2AG-2926-SM-2HMJ3,0.4657
GTEX-13X6I-2926-SM-5Q5C3,1.2636
GTEX-13FTY-0011-R9b-SM-5KM2U,4.1011
GTEX-11ZVC-0011-R3a-SM-5BC6V,-0.8863
GTEX-13NYS-3126-SM-5KLYV,1.0711
GTEX-13S7M-0011-R10b-SM-5PNZB,0.0718
GTEX-13CZV-0011-R4b-SM-5J2NY,0.5763
GTEX-131YS-0011-R7a-SM-5IJDA,2.9224
GTEX-1477Z-0011-R10b-SM-5S2RF,0.2881
GTEX-13NYS-0011-R4b-SM-5MR3O,0.7146
GTEX-X4XX-2926-SM-3NMB1,0.2762
GTEX-NPJ8-1526-SM-2D7VU,1.6964
GTEX-WVLH-0011-R6A-SM-3MJFZ,2.2452
GTEX-14A5I-2926-SM-5Q5CQ,1.5013
GTEX-13PLJ-0011-R11b-SM-5O9BS,1.3679
GTEX-11TTK-2826-SM-5GU5K,2.2633
GTEX-13SLX-0011-R9b-SM-5SI6X,1.8201
GTEX-XMD1-2926-SM-4AT42,-0.7588
GTEX-X585-0011-R5A-SM-46MVI,2.7636
GTEX-1399T-0011-R8b-SM-5IJD8,2.7805
GTEX-13O1R-0011-R9b-SM-5KM33,-2.6349
GTEX-13JVG-0011-R4a-SM-5MR4C,-1.685
GTEX-X4EP-0011-R11B-SM-4QASK,3.3759
GTEX-YJ89-0011-R5a-SM-4V6GM,1.0642
GTEX-14BIM-0011-R4b-SM-5S2RK,1.8484
GTEX-13SLW-0011-R8b-SM-5SI64,1.2516
GTEX-13QIC-0011-R8b-SM-5O9CV,0.5568
GTEX-N7MS-0011-R8a-SM-2YUMK,-0.5543
GTEX-13NYB-0011-R10a-SM-5KM43,0.2522
GTEX-14BIN-3326-SM-5Q5E6,0.1124
GTEX-NPJ8-0011-R10A-SM-2YUMO,1.1897
GTEX-1313W-0011-R5b-SM-5L3EP,1.0293
GTEX-QVJO-0011-R10A-SM-2S1QJ,0.6425
GTEX-Q2AG-0011-R4A-SM-2HMKA,1.2516
GTEX-RVPU-0011-R4A-SM-2TF6X,-9.9658
GTEX-WHSE-0011-R7A-SM-3P5YZ,1.7009
GTEX-P44G-0011-R10A-SM-2I3FF,0.7146
GTEX-YFC4-0011-R1a-SM-4V6EH,-0.8863
GTEX-131XH-0011-R10a-SM-5EGLJ,2.7551
GTEX-13N2G-0011-R2a-SM-5MR4Q,1.0503
GTEX-1128S-2726-SM-5H12C,-0.7108
GTEX-11ZVC-0011-R4a-SM-5BC6Z,-0.0877
GTEX-11GSO-0011-R3b-SM-57WB2,0.8961
GTEX-WVLH-2926-SM-3MJG5,1.5806
GTEX-RVPU-0011-R8A-SM-5SI8I,-0.5973
GTEX-12ZZX-0011-R3b-SM-5EGLH,0.8568
GTEX-1313W-0011-R2a-SM-5EGLF,0.3231
GTEX-13O3Q-0011-R1b-SM-5KM3L,-0.5125
GTEX-XLM4-3026-SM-4AT6L,3.0199
GTEX-12WSI-0011-R11b-SM-5P9EZ,1.3397
GTEX-N7MS-0011-R4a-SM-2HMKW,-0.9686
GTEX-131YS-3026-SM-5EGHY,0.2277
GTEX-13JUV-0011-R1a-SM-5LZY4,0.5069
GTEX-1399T-0011-R2b-SM-5DUXM,2.1925
GTEX-XOTO-0011-R7B-SM-4B64R,0.2277
GTEX-12WSD-0011-R10b-SM-5GU79,0.0718
GTEX-N7MS-0011-R6a-SM-2HMJ4,2.8799
GTEX-13S7M-0011-R5b-SM-5P9HS,1.46
GTEX-12126-0011-R10b-SM-5BC6T,-1.1488
GTEX-QVJO-0011-R1A-SM-2S1QI,0.7579
GTEX-XMD1-0011-R2B-SM-4AT5N,-0.5973
GTEX-RU72-0011-R11A-SM-2TF6J,1.6327
GTEX-11UD1-0011-R3a-SM-5BC6S,0.2642
GTEX-XOTO-0011-R1B-SM-4B65C,0.1388
GTEX-13O3O-0011-R1b-SM-5KM2K,1.4228
GTEX-14753-0011-R5a-SM-5S2VW,-1.6394
GTEX-12WS9-2826-SM-5FQU9,1.7097
GTEX-145LS-0011-R3a-SM-5S2VJ,1.4808
GTEX-R55E-0011-R8A-SM-2TC66,-0.2671
GTEX-14BIM-0011-R5b-SM-5S2RM,3.0585
GTEX-ZF28-0011-R7a-SM-4WKF5,2.6418
GTEX-RVPU-0011-R8A-SM-2TF74,-2.114
GTEX-12ZZY-0011-R5a-SM-5EGL9,2.8641
GTEX-RNOR-0011-R9A-SM-2TF52,2.5828
GTEX-NPJ8-1526-SM-26GMH,3.1813
GTEX-13VXU-0011-R6a-SM-5SI71,2.1444
GTEX-NPJ8-1526-SM-26GMY,-1.3183
GTEX-12WSF-0011-R3a-SM-5DUW7,-0.1828
GTEX-12WSD-0011-R7b-SM-5PNWE,1.0293
GTEX-14BIM-0011-R3b-SM-5S2RL,1.3623
GTEX-13G51-0011-R1a-SM-5LZYR,0.7579
GTEX-13FLW-0011-R1b-SM-5LZX2,1.1117
GTEX-13OW6-0011-R11a-SM-5L3H2,1.3051
GTEX-NPJ8-0011-R6a-SM-2HMKB,2.8442
GTEX-11ZVC-0011-R1b-SM-5BC6M,-0.4719
GTEX-WWYW-3026-SM-3NB36,1.8404
GTEX-QMR6-0011-R8A-SM-32PKJ,0.4865
GTEX-13RTJ-0011-R9a-SM-5Q5AY,-0.2328
GTEX-13NYS-0011-R1b-SM-5MR55,1.7141
GTEX-OHPN-0011-R8A-SM-33HBT,0.5568
GTEX-13O3Q-0011-R2b-SM-5KM3K,0.2642
GTEX-13X6K-0011-R6a-SM-5P9K6,3.5971
GTEX-Y8DK-0011-R1A-SM-4RGLO,-0.013
GTEX-131YS-0011-R11b-SM-5EGLM,1.125
GTEX-X4XX-3026-SM-3NMB2,0.3231
GTEX-11ONC-3026-SM-5985W,0.5763
GTEX-13NZA-0011-R9b-SM-5MR5I,2.93
GTEX-ZVZQ-0011-R3a-SM-57WC7,1.5064
GTEX-14BIN-0011-R9a-SM-5SI76,-0.2845
GTEX-139TT-0011-R7b-SM-5J2MN,2.2753
GTEX-11OF3-0011-R11a-SM-57WCR,0.7832
GTEX-145MF-2726-SM-5O995,0.8568
GTEX-13G51-0011-R11b-SM-5J2NE,1.3567
GTEX-13O3Q-0011-R5b-SM-5P9H4,2.036
GTEX-X4XY-0011-R10B-SM-46MWS,-1.0559
GTEX-1313W-3126-SM-5LZUI,0.7407
GTEX-13FXS-0011-R11a-SM-5L3DM,0.6608
GTEX-13FHO-0011-R5b-SM-5LZZ3,2.5213
GTEX-1445S-0011-R7b-SM-5PNUG,1.3051
GTEX-RU72-0011-R6A-SM-2TF71,1.9034
GTEX-UTHO-0011-R10A-SM-3GIJQ,1.6093
GTEX-145MH-0011-R8a-SM-5PNUL,0.6517
GTEX-NPJ8-0011-R4a-SM-2HML3,-0.4921
GTEX-ZYY3-3126-SM-5SI9L,-0.7588
GTEX-139TT-0011-R11b-SM-5LZV1,1.5758
GTEX-145LU-0011-R11b-SM-5P9JX,0.5763
GTEX-13OW7-2926-SM-5MR3Z,1.5064
GTEX-12WSA-2926-SM-5EQ4D,-0.9971
GTEX-12WSD-0011-R4b-SM-5LZUA,-0.3022
GTEX-13S7M-0011-R9a-SM-5O9DW,-0.6873
GTEX-14ASI-0011-R6a-SM-5S2UZ,1.8323
GTEX-13OVL-0011-R5b-SM-5L3FU,2.7314
GTEX-1313W-0011-R7b-SM-5DUWL,1.2455
GTEX-144GL-0011-R6a-SM-5P9HW,2.6464
GTEX-R55F-1326-SM-2TF5F,0.8408
GTEX-1477Z-0011-R3b-SM-5PNX9,-1.6394
GTEX-13X6I-0011-R8a-SM-5PNZF,1.1447
GTEX-12ZZX-2826-SM-5BC6K,2.2237
GTEX-13X6J-0011-R5b-SM-5PNWT,1.334
GTEX-NPJ8-0011-R1a-SM-5SI8B,-0.0574
GTEX-XLM4-0011-R8A-SM-4AT44,3.6994
GTEX-139UW-0011-R9b-SM-5LZYT,0.5069
GTEX-13RTJ-0011-R1a-SM-5O9D9,-0.2498
GTEX-ZUA1-0011-R5b-SM-51MTG,2.8137
GTEX-11ZUS-2926-SM-5FQSL,0.9568
GTEX-117XS-3026-SM-5N9CA,0.0718
GTEX-13NYS-0011-R5a-SM-5MR4D,2.5213
GTEX-13OVJ-2726-SM-5IJG6,0.9268
GTEX-Z93S-0011-R5b-SM-4RGNI,2.3193
GTEX-QDT8-3026-SM-32PKB,1.934
GTEX-NPJ8-0011-R3a-SM-2HMIW,1.0779
GTEX-13OVH-0011-R4a-SM-5KM3W,0.1257
GTEX-11ONC-2926-SM-5P9JM,0.434
GTEX-WWYW-0011-R7A-SM-3NB3H,1.7617
GTEX-RNOR-2226-SM-2TF5O,0.9789
GTEX-WHSE-0011-R3A-SM-3P5ZM,-0.9686
GTEX-131XH-0011-R6a-SM-5KM2G,2.8916
GTEX-12WS9-0011-R10a-SM-57WBV,0.9419
GTEX-131YS-0011-R10b-SM-5EQ5N,0.3231
GTEX-13VXU-0011-R3b-SM-5O9CU,0.688
GTEX-OXRO-0011-R9A-SM-5S2W3,1.9675
GTEX-13X6J-0011-R3b-SM-5P9K5,-0.6193
GTEX-11ONC-0011-R8b-SM-5NQ87,0.8568
GTEX-12126-0011-R11a-SM-5BC6X,2.561
GTEX-RU72-0011-R7A-SM-2TF5U,-1.3921
GTEX-11H98-0011-R11b-SM-5NQ6U,-0.1993
GTEX-WZTO-0011-R11A-SM-4E3K9,3.3675
GTEX-14BIM-3126-SM-5Q5C7,2.183
GTEX-ZAB4-0011-R3a-SM-4RGNQ,0.6145
GTEX-13OVL-0011-R8a-SM-5L3HH,1.8323
GTEX-14ABY-0011-R9a-SM-5PNZK,1.2333
GTEX-NL4W-0011-R8a-SM-2I3G4,-0.1345
GTEX-11GSO-0011-R2a-SM-57WDF,0.7664
GTEX-NL3H-0011-R1a-SM-48TDJ,0.7748
GTEX-X261-0011-R10B-SM-4E3JT,3.6474
GTEX-11ZTS-0011-R3a-SM-5BC78,-0.2328
GTEX-XLM4-0011-R6A-SM-4AT4B,3.7094
GTEX-12WSB-0011-R11b-SM-57WBJ,3.6782
GTEX-N7MT-0011-R6a-SM-2I3G3,3.8411
GTEX-T5JC-2326-SM-32PMR,-0.0877
GTEX-145MH-0011-R5a-SM-5P9JT,1.5612
GTEX-13NZ8-3026-SM-5L3D4,0.679
GTEX-13OVH-3026-SM-5MR4N,0.9191
GTEX-YJ89-0011-R11a-SM-4SOKA,2.1411
GTEX-13N1W-0011-R10b-SM-5MR4H,0.8805
GTEX-145MI-3126-SM-5Q5CF,1.2815
GTEX-13OW8-0011-R10a-SM-5L3H6,0.9268
GTEX-13OW8-0011-R8a-SM-5L3G5,-1.4699
GTEX-QVUS-0011-R8A-SM-3GAD7,1.4011
GTEX-P44H-0011-R4A-SM-2XCEW,0.0158
GTEX-RU72-0011-R2A-SM-2TF6O,-0.7588
GTEX-X585-0011-R8A-SM-46MUX,1.7575
GTEX-145MH-0011-R3b-SM-5P9JQ,0.2029
GTEX-11ZUS-0011-R8a-SM-5BC73,1.3225
GTEX-NPJ8-2626-SM-2D7W2,0.4233
GTEX-YFC4-0011-R4a-SM-4RGLQ,0.8327
GTEX-13NZA-0011-R8b-SM-5KM2Q,2.3732
GTEX-Y8DK-0011-R5B-SM-4RTW6,1.7532
GTEX-11ZTS-0011-R1a-SM-5BC71,-0.4325
GTEX-YJ89-0011-R9a-SM-4SOK7,1.1706
GTEX-139TU-0011-R5b-SM-5L3E1,-0.0725
GTEX-NL3H-0011-R11A-SM-2I3E6,1.9264
GTEX-N7MS-0011-R2a-SM-2HML6,0.2762
GTEX-13FTY-0011-R1a-SM-5LZXE,2.3251
GTEX-12WSF-0011-R4b-SM-5HL88,0.2881
GTEX-11ZTS-0011-R2b-SM-5BC75,-0.0725
GTEX-T5JC-0011-R11A-SM-32PMB,0.3907
GTEX-1399T-3026-SM-5KLZC,2.8877
GTEX-12WS9-0011-R2a-SM-5CVNE,-0.6416
GTEX-139T8-0011-R1a-SM-5HL75,-0.1187
GTEX-X4XX-0011-R4B-SM-46MWL,0.0158
GTEX-NPJ8-2626-SM-26GMZ,-0.9132
GTEX-T5JC-2426-SM-3NMDB,0.2642
GTEX-11ZUS-0011-R11b-SM-5BC7B,1.0642
GTEX-13RTJ-3126-SM-5S2Q4,1.2756
GTEX-13CZV-0011-R9a-SM-5LZXT,0.7832
GTEX-13CZV-0011-R5a-SM-5K7XA,2.3164
GTEX-13OW6-0011-R5a-SM-5O9BK,1.6466
GTEX-12WSM-0011-R6b-SM-5EQ6N,1.642
GTEX-13N1W-0011-R5b-SM-5MR5Q,2.1213
GTEX-ZZPT-3026-SM-5GZXH,0.7664
GTEX-12ZZY-0011-R6b-SM-5EGLA,3.4437
GTEX-145MI-0011-R4b-SM-5PNZH,0.2762
GTEX-13QIC-0011-R11b-SM-5O9BU,0.9038
GTEX-WVLH-0011-R1A-SM-4MVOK,0.4657
GTEX-13OVJ-0011-R5a-SM-5P9H7,1.0079
GTEX-11GSP-3226-SM-5986O,0.3685
GTEX-13NYS-0011-R8a-SM-5MR5H,1.7532
GTEX-13OW6-3026-SM-5J2MI,0.3231
GTEX-ZE7O-0011-R7a-SM-57WCU,1.1833
GTEX-ZUA1-0011-R3a-SM-4YCEE,1.3791
GTEX-XMD1-0011-R6A-SM-4AT5K,2.1766
GTEX-13X6K-0011-R10a-SM-5P9JR,3.0074
GTEX-ZF28-0011-R1a-SM-4WWD1,1.8078
GTEX-ZF28-0011-R6a-SM-4WKHI,2.4857
GTEX-131XH-0011-R2b-SM-5DUVY,2.4306
GTEX-13RTJ-0011-R11a-SM-5O9CK,0.4657
GTEX-13OW5-0011-R4b-SM-5L3HS,-0.2671
GTEX-RVPV-0011-R5A-SM-2TF69,2.9525
GTEX-12WSF-0011-R7b-SM-5HL99,1.6785
GTEX-WZTO-0011-R1B-SM-3NMAR,2.7636
GTEX-WL46-0011-R1A-SM-3LK6M,-0.0725
GTEX-UTHO-2926-SM-3P5Z9,-0.0277
GTEX-12WSE-0011-R1b-SM-5GU4V,0.6517
GTEX-ZE9C-0011-R6a-SM-4WWCW,2.036
GTEX-144GL-0011-R1a-SM-5PNZ5,0.5666
GTEX-13O3Q-0011-R8b-SM-5KM2J,-0.0574
GTEX-PWO3-0011-R2A-SM-2S1OX,0.2029
GTEX-12ZZY-2926-SM-5DUXO,3.7783
GTEX-11OF3-3126-SM-5GU5E,0.6969
GTEX-Z93S-0011-R6b-SM-4RGNJ,2.05
GTEX-139UC-0011-R11a-SM-5KM3J,0.7748
GTEX-13G51-0011-R2b-SM-5LZXS,0.058
GTEX-YJ89-0011-R6a-SM-4V6GN,1.1833
GTEX-ZDXO-0011-R11a-SM-4WWD9,1.4388
GTEX-14BIL-0011-R9a-SM-5SI7A,1.0847
GTEX-Z93S-0011-R2a-SM-4RGNG,0.9862
GTEX-12ZZZ-0011-R5a-SM-5EQ4M,1.8363
GTEX-13OW8-0011-R7a-SM-5L3FP,1.5806
GTEX-13FHP-0011-R6b-SM-5LZY6,1.7575
GTEX-13S7M-0011-R11b-SM-5P9HU,-1.5951
GTEX-TSE9-3026-SM-3DB76,0.4865
GTEX-12WSC-3026-SM-5GCNF,0.1903
GTEX-QVUS-0011-R4A-SM-3GAE7,2.1702
GTEX-11UD1-0011-R5b-SM-5P9FP,-0.8339
GTEX-13FLW-1426-SM-5K7YE,1.8801
GTEX-13JVG-0011-R7b-SM-5MR3Q,1.2085
GTEX-145MH-0011-R7a-SM-5PNWH,1.8996
GTEX-139TS-0011-R7a-SM-5K7X7,-1.4699
GTEX-ZVZQ-0011-R1a-SM-57WBU,0.3346
GTEX-QMR6-0011-R10A-SM-32PKO,1.4065
GTEX-WL46-0011-R11A-SM-3MJFT,-0.2498
GTEX-12WSD-0011-R6b-SM-5P9JU,0.4447
GTEX-13X6J-0011-R4b-SM-5P9K4,-1.2481
GTEX-11GSP-0011-R11b-SM-5NQ7V,0.6425
GTEX-X4EP-0011-R4B-SM-3P627,3.4061
GTEX-WVLH-0011-R10A-SM-3MJFM,0.2642
GTEX-Q2AG-0011-R1A-SM-2HMJI,1.5115
GTEX-X261-3126-SM-4PQZC,4.3765
GTEX-Z93S-2926-SM-57WB9,0.4233
GTEX-13OVJ-0011-R6b-SM-5L3GH,1.7575
GTEX-13IVO-0011-R10a-SM-5LZY3,-0.3022
GTEX-11DZ1-2926-SM-5A5KI,0.547
GTEX-13X6I-0011-R7b-SM-5PNWP,2.4412
GTEX-RVPU-0011-R9A-SM-3NM8E,-0.394
GTEX-13NZA-0011-R1b-SM-5LUAF,1.4011
GTEX-13NZA-0011-R5b-SM-5KM4K,1.3051
GTEX-13OVH-2926-SM-5IJFH,1.177
GTEX-P44H-0011-R1A-SM-3NM8J,0.6699
GTEX-13CIG-0011-R5b-SM-5L3F2,1.1833
GTEX-13OW5-0011-R11b-SM-5L3GG,0.7916
GTEX-13JVG-0011-R6a-SM-5MR3E,1.7912
GTEX-11ZU8-0011-R3a-SM-5BC6U,-1.7809
GTEX-132Q8-0011-R2b-SM-5EQ5Z,0.7748
GTEX-YFC4-3026-SM-5IFJK,-0.013
GTEX-145MH-2926-SM-5Q5D2,0.7832
GTEX-13JUV-0011-R6b-SM-5LZYG,2.4857
GTEX-T6MN-0011-R5A-SM-32QPD,2.8974
GTEX-139TT-0011-R3b-SM-5K7VL,0.7664
GTEX-13CF2-0011-R11b-SM-5LZXO,3.2811
GTEX-144GL-3026-SM-5Q5CW,-0.0277
GTEX-QDT8-2926-SM-32PKC,1.9675
GTEX-11NV4-0011-R7a-SM-57WDH,2.3337
GTEX-14ASI-0011-R1b-SM-5S2TY,-0.5543
GTEX-ZAB4-0011-R11a-SM-4SOKI,1.125
GTEX-WZTO-2826-SM-3NM8P,3.5827
GTEX-XLM4-0011-R2B-SM-4AT5Z,2.3423
GTEX-QDT8-0011-R9A-SM-32PKH,1.736
GTEX-ZYFD-2926-SM-5GID9,0.8408
GTEX-X585-0011-R4B-SM-46MVH,1.6093
GTEX-QMR6-0011-R6A-SM-32PKP,2.7139
GTEX-13112-0011-R1b-SM-5HL7K,-0.5332
GTEX-Z93S-0011-R3b-SM-4RGNH,0.6425
GTEX-T5JC-0011-R10A-SM-32PM2,-0.0277
GTEX-X585-0011-R2B-SM-46MVF,1.7744
GTEX-WL46-0011-R3A-SM-3TW8E,0.9419
GTEX-13X6I-0011-R1b-SM-5PNZC,0.7146
GTEX-R55E-0011-R5A-SM-2TC5N,1.2875
GTEX-WVLH-3026-SM-3MJG9,0.605
GTEX-13OW5-0011-R5b-SM-5L3FR,1.9452
GTEX-Y8DK-0826-SM-4TT3T,0.099
GTEX-ZUA1-0011-R11b-SM-51MTI,1.6466
GTEX-13CF2-0011-R1a-SM-5LZY1,1.8604
GTEX-12WSH-3126-SM-5LZW8,1.2696
GTEX-12696-3026-SM-5FQTU,0.8726
GTEX-WL46-0011-R6A-SM-3LK6X,0.9862
GTEX-139UC-0011-R9a-SM-5K7W7,1.6558
GTEX-N7MS-0011-R10A-SM-2HMJK,0.1124
GTEX-13SLX-0011-R11b-SM-5O9C8,0.8805
GTEX-147GR-0011-R2b-SM-5S2RQ,0.5955
GTEX-145MG-3026-SM-5RQJA,-0.0277
GTEX-13O3O-0011-R11b-SM-5KM4G,0.4447
GTEX-YFC4-0011-R5a-SM-4RGLR,1.5612
GTEX-13PVQ-0011-R9b-SM-5LU3B,0.5069
GTEX-12WSD-0011-R2a-SM-5LZWB,-1.7809
GTEX-12WSB-0011-R1b-SM-5P9EY,3.3278
GTEX-12ZZW-0011-R4a-SM-5DUX9,-2.3884
GTEX-ZE7O-0011-R5a-SM-57WBO,2.1313
GTEX-WZTO-0011-R3B-SM-3NMC6,2.7551
GTEX-13VXU-0011-R4b-SM-5O9CI,0.5666
GTEX-11EQ8-2826-SM-5N9C1,2.1114
GTEX-QVUS-2926-SM-3GIJB,0.2762
GTEX-P44H-0011-R3A-SM-2XCEQ,-1.0862
GTEX-WVLH-0011-R4A-SM-3MJFS,0.2277
GTEX-XOTO-3026-SM-4B65M,-0.5973
GTEX-13SLW-0011-R3b-SM-5SI6Y,-0.6416
GTEX-13JVG-0011-R5a-SM-5MR4O,0.8488
GTEX-111FC-3126-SM-5GZZ2,1.1316
GTEX-1117F-3226-SM-5N9CT,0.7579
GTEX-13JUV-0011-R7b-SM-5LZZG,0.4125
GTEX-145MI-0011-R5a-SM-5Q5B4,-1.3548
GTEX-13JVG-3226-SM-5IJGJ,-0.3022
GTEX-WHSE-0011-R11A-SM-3P5YY,0.4016
GTEX-13JVG-0011-R8a-SM-5KM3E,0.2277
GTEX-QDT8-0011-R9A-SM-5SI8J,1.3283
GTEX-13OW5-0011-R6b-SM-5O9BW,2.3953
GTEX-OXRO-0011-R9A-SM-3NB1X,2.3394
GTEX-RNOR-2326-SM-2TF4I,0.24
GTEX-WL46-2826-SM-3LK81,0.8883
GTEX-YJ89-0011-R1a-SM-4RGLS,-0.5756
GTEX-13NYB-0011-R6b-SM-5MR51,2.1957
GTEX-11WQK-0011-R8a-SM-5BC7C,-1.6394
GTEX-WL46-0011-R2A-SM-3LK6O,1.6466
GTEX-RU72-0011-R8A-SM-2TF61,1.9302
GTEX-13N2G-0011-R11a-SM-5MR3F,1.1382
GTEX-ZVZQ-0011-R6b-SM-57WAY,2.05
GTEX-ZVT3-0011-R5a-SM-51MSI,0.3907
GTEX-12ZZZ-3126-SM-5LZU6,0.7407
GTEX-RVPU-0011-R4A-SM-5SI8K,-4.035
GTEX-13NZA-0011-R10b-SM-5KM54,2.2513
GTEX-XMD1-0011-R5A-SM-4AT47,1.736
GTEX-14ABY-0011-R6a-SM-5PNWR,1.9931
GTEX-WWYW-0011-R10A-SM-3NB35,1.4335
GTEX-T6MN-0011-R2A-SM-32QOW,2.108
GTEX-NL4W-0011-R11A-SM-2I3DW,1.6234
GTEX-1313W-0011-R3a-SM-5EGLI,-0.1031
GTEX-13VXU-0011-R5a-SM-5O9D7,2.1606
GTEX-12WSD-0011-R1b-SM-5LZVY,0.3796
GTEX-P44H-0011-R3A-SM-5SI8A,0.6699
GTEX-TSE9-0011-R10A-SM-3DB7O,1.3397
GTEX-1445S-0011-R6b-SM-5PNUF,1.4962
GTEX-ZV68-0011-R2a-SM-4YCDK,-0.1665
GTEX-XLM4-0011-R9A-SM-4AT45,2.7721
