Cancer,Transcript,Tx_Label,Feature,Rho,P_value,N,FDR
HNSC,ENST00000479793.5,Alt-terminal isoform,Myeloid,-0.0998,0.023152386637600792,518,0.07364604932902338
KICH,ENST00000336517.8,FL canonical (9-exon),M2_Macrophage,-0.0467,0.7094067696291686,66,0.9621871985466109
KICH,ENST00000336517.8,FL canonical (9-exon),T_cell_exhaustion,-0.0059,0.9621871985466108,66,0.9621871985466109
KICH,ENST00000336517.8,FL canonical (9-exon),Cytolytic_activity,0.035,0.7799523555610093,66,0.9621871985466109
KICH,ENST00000336517.8,FL canonical (9-exon),Treg,0.0257,0.8374636625539165,66,0.9621871985466109
KICH,ENST00000336517.8,FL canonical (9-exon),IFN_gamma,0.0148,0.906110534656753,66,0.9621871985466109
KICH,ENST00000336517.8,FL canonical (9-exon),Checkpoint,-0.0461,0.7133794176660778,66,0.9621871985466109
KICH,ENST00000336517.8,FL canonical (9-exon),Myeloid,-0.134,0.2834406039330812,66,0.9621871985466109
KICH,ENST00000466960.5,Retained-intron,M2_Macrophage,0.1435,0.2503116269332854,66,0.6530841636785013
KICH,ENST00000466960.5,Retained-intron,T_cell_exhaustion,0.0849,0.4979269190672292,66,0.6530841636785013
KICH,ENST00000466960.5,Retained-intron,Cytolytic_activity,-0.0171,0.8918887145851156,66,0.8918887145851156
KICH,ENST00000466960.5,Retained-intron,Treg,0.0731,0.559786426010144,66,0.6530841636785013
KICH,ENST00000466960.5,Retained-intron,IFN_gamma,0.0984,0.43173034171410496,66,0.6530841636785013
KICH,ENST00000466960.5,Retained-intron,Checkpoint,0.0825,0.5103088180878388,66,0.6530841636785013
KICH,ENST00000466960.5,Retained-intron,Myeloid,0.2399,0.052390798758675354,66,0.36673559131072747
KICH,ENST00000394860.3,5-exon truncated,M2_Macrophage,0.0795,0.5258952354305603,66,0.7768877260213324
KICH,ENST00000394860.3,5-exon truncated,T_cell_exhaustion,0.0394,0.75325501025054,66,0.7768877260213324
KICH,ENST00000394860.3,5-exon truncated,Cytolytic_activity,0.0357,0.7761220960442524,66,0.7768877260213324
KICH,ENST00000394860.3,5-exon truncated,Treg,0.0355,0.7768877260213324,66,0.7768877260213324
KICH,ENST00000394860.3,5-exon truncated,IFN_gamma,-0.0611,0.6262459373197513,66,0.7768877260213324
KICH,ENST00000394860.3,5-exon truncated,Checkpoint,0.0851,0.49707878777131675,66,0.7768877260213324
KICH,ENST00000394860.3,5-exon truncated,Myeloid,0.0921,0.4621462419528386,66,0.7768877260213324
KICH,ENST00000467555.1,Short isoform,M2_Macrophage,-0.161,0.19665740537687998,66,0.5568969050758408
KICH,ENST00000467555.1,Short isoform,T_cell_exhaustion,-0.1213,0.33210120337713134,66,0.5568969050758408
KICH,ENST00000467555.1,Short isoform,Cytolytic_activity,0.0349,0.7809746436506113,66,0.7809746436506113
KICH,ENST00000467555.1,Short isoform,Treg,-0.1181,0.3448292577139176,66,0.5568969050758408
KICH,ENST00000467555.1,Short isoform,IFN_gamma,-0.1058,0.39778350362560055,66,0.5568969050758408
KICH,ENST00000467555.1,Short isoform,Checkpoint,-0.0889,0.4777809892607867,66,0.5574111541375845
KICH,ENST00000467555.1,Short isoform,Myeloid,-0.1759,0.15780188646429594,66,0.5568969050758408
KICH,ENST00000394857.7,Alt-exon isoform,M2_Macrophage,-0.064,0.6095553390015527,66,0.7111478955018115
KICH,ENST00000394857.7,Alt-exon isoform,T_cell_exhaustion,0.1394,0.26435697792496693,66,0.5207891807295344
KICH,ENST00000394857.7,Alt-exon isoform,Cytolytic_activity,0.211,0.08897968650553366,66,0.5207891807295344
KICH,ENST00000394857.7,Alt-exon isoform,Treg,0.0757,0.5459288660184902,66,0.7111478955018115
KICH,ENST00000394857.7,Alt-exon isoform,IFN_gamma,0.1302,0.29759381755973396,66,0.5207891807295344
KICH,ENST00000394857.7,Alt-exon isoform,Checkpoint,0.1475,0.23732044739612201,66,0.5207891807295344
KICH,ENST00000394857.7,Alt-exon isoform,Myeloid,-0.0436,0.7278432941600991,66,0.7278432941600991
KICH,ENST00000416245.5,Mid isoform,M2_Macrophage,-0.1247,0.3183657887016254,66,0.8413663846640322
KICH,ENST00000416245.5,Mid isoform,T_cell_exhaustion,-0.069,0.5820239520604727,66,0.8413663846640322
KICH,ENST00000416245.5,Mid isoform,Cytolytic_activity,0.1081,0.38774847298473347,66,0.8413663846640322
KICH,ENST00000416245.5,Mid isoform,Treg,-0.044,0.725592536651811,66,0.8413663846640322
KICH,ENST00000416245.5,Mid isoform,IFN_gamma,-0.0251,0.8413663846640322,66,0.8413663846640322
KICH,ENST00000416245.5,Mid isoform,Checkpoint,-0.0257,0.8377237236783773,66,0.8413663846640322
KICH,ENST00000416245.5,Mid isoform,Myeloid,-0.1427,0.25310722849143436,66,0.8413663846640322
KICH,ENST00000479793.5,Alt-terminal isoform,M2_Macrophage,-0.158,0.20525849969023147,66,0.7184047489158101
KICH,ENST00000479793.5,Alt-terminal isoform,T_cell_exhaustion,-0.0808,0.5187220804712906,66,0.726210912659807
KICH,ENST00000479793.5,Alt-terminal isoform,Cytolytic_activity,0.1078,0.38904074370226405,66,0.726210912659807
KICH,ENST00000479793.5,Alt-terminal isoform,Treg,-0.0414,0.7413954027698179,66,0.7413954027698179
KICH,ENST00000479793.5,Alt-terminal isoform,IFN_gamma,-0.2288,0.06466431885750211,66,0.45265023200251475
KICH,ENST00000479793.5,Alt-terminal isoform,Checkpoint,-0.0515,0.6810856346963736,66,0.7413954027698179
KICH,ENST00000479793.5,Alt-terminal isoform,Myeloid,-0.0841,0.5019657878304237,66,0.726210912659807
KIRC,ENST00000336517.8,FL canonical (9-exon),M2_Macrophage,0.2739,1.4280387997712763e-10,530,9.996271598398934e-10
KIRC,ENST00000336517.8,FL canonical (9-exon),T_cell_exhaustion,0.1093,0.011780659859325825,530,0.013744103169213462
KIRC,ENST00000336517.8,FL canonical (9-exon),Cytolytic_activity,0.0289,0.5062765452915396,530,0.5062765452915396
KIRC,ENST00000336517.8,FL canonical (9-exon),Treg,0.1294,0.002838287440966132,530,0.004967003021690731
KIRC,ENST00000336517.8,FL canonical (9-exon),IFN_gamma,0.1516,0.00046345507793588527,530,0.0010813951818503989
KIRC,ENST00000336517.8,FL canonical (9-exon),Checkpoint,0.1193,0.005944407610203655,530,0.008322170654285116
KIRC,ENST00000336517.8,FL canonical (9-exon),Myeloid,0.2559,2.2851935210267884e-09,530,7.998177323593759e-09
KIRC,ENST00000466960.5,Retained-intron,M2_Macrophage,-0.2076,1.4323132142784114e-06,530,1.002619249994888e-05
KIRC,ENST00000466960.5,Retained-intron,T_cell_exhaustion,-0.0765,0.07853277328002191,530,0.09162156882669222
KIRC,ENST00000466960.5,Retained-intron,Cytolytic_activity,-0.0121,0.7806262382616016,530,0.7806262382616016
KIRC,ENST00000466960.5,Retained-intron,Treg,-0.1088,0.012208261126690264,530,0.02848594262894395
KIRC,ENST00000466960.5,Retained-intron,IFN_gamma,-0.1042,0.016371928222022544,530,0.02865087438853945
KIRC,ENST00000466960.5,Retained-intron,Checkpoint,-0.0866,0.04618913256789771,530,0.0646647855950568
KIRC,ENST00000466960.5,Retained-intron,Myeloid,-0.1977,4.503260408838634e-06,530,1.576141143093522e-05
KIRC,ENST00000394860.3,5-exon truncated,M2_Macrophage,-0.0556,0.20127262706684337,530,0.7169649953916297
KIRC,ENST00000394860.3,5-exon truncated,T_cell_exhaustion,-0.0326,0.4542940449613425,530,0.7169649953916297
KIRC,ENST00000394860.3,5-exon truncated,Cytolytic_activity,0.0176,0.6867286099839698,530,0.7169649953916297
KIRC,ENST00000394860.3,5-exon truncated,Treg,-0.0158,0.7169649953916297,530,0.7169649953916297
KIRC,ENST00000394860.3,5-exon truncated,IFN_gamma,-0.0262,0.5478354923052954,530,0.7169649953916297
KIRC,ENST00000394860.3,5-exon truncated,Checkpoint,-0.0218,0.6164524025896414,530,0.7169649953916297
KIRC,ENST00000394860.3,5-exon truncated,Myeloid,-0.0334,0.4435280911458247,530,0.7169649953916297
KIRC,ENST00000467555.1,Short isoform,M2_Macrophage,0.0856,0.048909508185564825,530,0.2308963990468695
KIRC,ENST00000467555.1,Short isoform,T_cell_exhaustion,-0.0211,0.6273250800188335,530,0.8617786238301476
KIRC,ENST00000467555.1,Short isoform,Cytolytic_activity,-0.0541,0.21371066255537768,530,0.49865821262921456
KIRC,ENST00000467555.1,Short isoform,Treg,0.0145,0.7386673918544122,530,0.8617786238301476
KIRC,ENST00000467555.1,Short isoform,IFN_gamma,-0.0011,0.9798125613572892,530,0.9798125613572892
KIRC,ENST00000467555.1,Short isoform,Checkpoint,-0.0191,0.6610978307031574,530,0.8617786238301476
KIRC,ENST00000467555.1,Short isoform,Myeloid,0.0799,0.065970399727677,530,0.2308963990468695
KIRC,ENST00000394857.7,Alt-exon isoform,M2_Macrophage,0.0209,0.6317339090589191,530,0.6317339090589191
KIRC,ENST00000394857.7,Alt-exon isoform,T_cell_exhaustion,0.0949,0.028957275114279056,530,0.09434131807534012
KIRC,ENST00000394857.7,Alt-exon isoform,Cytolytic_activity,0.089,0.040431993460860044,530,0.09434131807534012
KIRC,ENST00000394857.7,Alt-exon isoform,Treg,0.0802,0.06512883158377863,530,0.10094698363235595
KIRC,ENST00000394857.7,Alt-exon isoform,IFN_gamma,0.0782,0.07210498830882567,530,0.10094698363235595
KIRC,ENST00000394857.7,Alt-exon isoform,Checkpoint,0.0928,0.03270263532283762,530,0.09434131807534012
KIRC,ENST00000394857.7,Alt-exon isoform,Myeloid,-0.0224,0.6071445894493714,530,0.6317339090589191
KIRC,ENST00000416245.5,Mid isoform,M2_Macrophage,0.0797,0.06676777680109489,530,0.11684360940191604
KIRC,ENST00000416245.5,Mid isoform,T_cell_exhaustion,0.1501,0.0005280746887610456,530,0.0018482614106636597
KIRC,ENST00000416245.5,Mid isoform,Cytolytic_activity,0.0441,0.31062420296382154,530,0.3623949034577918
KIRC,ENST00000416245.5,Mid isoform,Treg,0.1554,0.0003292470445620451,530,0.0018482614106636597
KIRC,ENST00000416245.5,Mid isoform,IFN_gamma,0.0751,0.08406630784955632,530,0.11769283098937885
KIRC,ENST00000416245.5,Mid isoform,Checkpoint,0.1243,0.004149210834284003,530,0.009681491946662674
KIRC,ENST00000416245.5,Mid isoform,Myeloid,0.0096,0.8251070478270967,530,0.8251070478270967
KIRC,ENST00000479793.5,Alt-terminal isoform,M2_Macrophage,-0.0477,0.2729692415080602,530,0.8750300665485735
KIRC,ENST00000479793.5,Alt-terminal isoform,T_cell_exhaustion,-0.0068,0.8750300665485735,530,0.8750300665485735
KIRC,ENST00000479793.5,Alt-terminal isoform,Cytolytic_activity,0.0228,0.6007613038634296,530,0.8750300665485735
KIRC,ENST00000479793.5,Alt-terminal isoform,Treg,-0.0379,0.3836031041760021,530,0.8750300665485735
KIRC,ENST00000479793.5,Alt-terminal isoform,IFN_gamma,0.01,0.8179627988628274,530,0.8750300665485735
KIRC,ENST00000479793.5,Alt-terminal isoform,Checkpoint,-0.0097,0.8239222842905997,530,0.8750300665485735
KIRC,ENST00000479793.5,Alt-terminal isoform,Myeloid,-0.0326,0.4535759431827824,530,0.8750300665485735
KIRP,ENST00000336517.8,FL canonical (9-exon),M2_Macrophage,0.1433,0.014903685632663604,288,0.052162899714322614
KIRP,ENST00000336517.8,FL canonical (9-exon),T_cell_exhaustion,0.0366,0.5361617485357072,288,0.7364396911761405
KIRP,ENST00000336517.8,FL canonical (9-exon),Cytolytic_activity,-0.0803,0.1742956670459053,288,0.3050174173303343
KIRP,ENST00000336517.8,FL canonical (9-exon),Treg,-0.0057,0.9237148015582752,288,0.9237148015582752
KIRP,ENST00000336517.8,FL canonical (9-exon),IFN_gamma,0.1085,0.0658926348926978,288,0.15374948141629485
KIRP,ENST00000336517.8,FL canonical (9-exon),Checkpoint,0.0284,0.6312340210081204,288,0.7364396911761405
KIRP,ENST00000336517.8,FL canonical (9-exon),Myeloid,0.1937,0.0009512203740230618,288,0.0066585426181614326
KIRP,ENST00000466960.5,Retained-intron,M2_Macrophage,-0.0754,0.20203179483304545,288,0.47140752127710606
KIRP,ENST00000466960.5,Retained-intron,T_cell_exhaustion,-0.0157,0.7907551975860263,288,0.9753314968633092
KIRP,ENST00000466960.5,Retained-intron,Cytolytic_activity,0.0802,0.17493751604242982,288,0.47140752127710606
KIRP,ENST00000466960.5,Retained-intron,Treg,0.0049,0.9344812334202137,288,0.9753314968633092
KIRP,ENST00000466960.5,Retained-intron,IFN_gamma,-0.0606,0.3055307714269713,288,0.5346788499971998
KIRP,ENST00000466960.5,Retained-intron,Checkpoint,-0.0018,0.9753314968633092,288,0.9753314968633092
KIRP,ENST00000466960.5,Retained-intron,Myeloid,-0.1133,0.05468124887772647,288,0.3827687421440853
KIRP,ENST00000394860.3,5-exon truncated,M2_Macrophage,-0.0817,0.1669362365802169,288,0.5842768280307591
KIRP,ENST00000394860.3,5-exon truncated,T_cell_exhaustion,-0.0174,0.7688030011254015,288,0.7688030011254015
KIRP,ENST00000394860.3,5-exon truncated,Cytolytic_activity,-0.0412,0.4860989319098936,288,0.5902926480578224
KIRP,ENST00000394860.3,5-exon truncated,Treg,-0.0399,0.5001889391495304,288,0.5902926480578224
KIRP,ENST00000394860.3,5-exon truncated,IFN_gamma,-0.0466,0.43035847657049897,288,0.5902926480578224
KIRP,ENST00000394860.3,5-exon truncated,Checkpoint,-0.0393,0.5059651269067049,288,0.5902926480578224
KIRP,ENST00000394860.3,5-exon truncated,Myeloid,-0.0998,0.09085847871888719,288,0.5842768280307591
KIRP,ENST00000467555.1,Short isoform,M2_Macrophage,-0.0451,0.4456577855104189,288,0.6581786238846344
KIRP,ENST00000467555.1,Short isoform,T_cell_exhaustion,0.0427,0.4701275884890246,288,0.6581786238846344
KIRP,ENST00000467555.1,Short isoform,Cytolytic_activity,-0.0036,0.9516936761888553,288,0.9516936761888554
KIRP,ENST00000467555.1,Short isoform,Treg,0.0671,0.25642629572490044,288,0.6581786238846344
KIRP,ENST00000467555.1,Short isoform,IFN_gamma,0.047,0.42652594899266605,288,0.6581786238846344
KIRP,ENST00000467555.1,Short isoform,Checkpoint,0.0179,0.7628929905168387,288,0.890041822269645
KIRP,ENST00000467555.1,Short isoform,Myeloid,-0.1192,0.043186334046898235,288,0.3023043383282876
KIRP,ENST00000394857.7,Alt-exon isoform,M2_Macrophage,-0.0235,0.6907394908713547,288,0.9715612660937065
KIRP,ENST00000394857.7,Alt-exon isoform,T_cell_exhaustion,0.008,0.8921373622871226,288,0.9715612660937065
KIRP,ENST00000394857.7,Alt-exon isoform,Cytolytic_activity,-0.0153,0.7961945534659668,288,0.9715612660937065
KIRP,ENST00000394857.7,Alt-exon isoform,Treg,0.0844,0.15334526796973685,288,0.8947592675378957
KIRP,ENST00000394857.7,Alt-exon isoform,IFN_gamma,-0.0672,0.25564550501082733,288,0.8947592675378957
KIRP,ENST00000394857.7,Alt-exon isoform,Checkpoint,0.0021,0.9715612660937065,288,0.9715612660937065
KIRP,ENST00000394857.7,Alt-exon isoform,Myeloid,-0.0166,0.7795162460367853,288,0.9715612660937065
KIRP,ENST00000416245.5,Mid isoform,M2_Macrophage,-0.0408,0.4908787049629404,288,0.93544387713418
KIRP,ENST00000416245.5,Mid isoform,T_cell_exhaustion,-0.0064,0.9138038558250017,288,0.9725088442142538
KIRP,ENST00000416245.5,Mid isoform,Cytolytic_activity,-0.044,0.4572738732427545,288,0.93544387713418
KIRP,ENST00000416245.5,Mid isoform,Treg,-0.002,0.9725088442142538,288,0.9725088442142538
KIRP,ENST00000416245.5,Mid isoform,IFN_gamma,-0.0988,0.09431277622810799,288,0.660189433596756
KIRP,ENST00000416245.5,Mid isoform,Checkpoint,-0.0367,0.5345393583623885,288,0.93544387713418
KIRP,ENST00000416245.5,Mid isoform,Myeloid,-0.0231,0.6968025139884486,288,0.9725088442142538
KIRP,ENST00000479793.5,Alt-terminal isoform,M2_Macrophage,-0.0363,0.539020885529047,288,0.7161649214341788
KIRP,ENST00000479793.5,Alt-terminal isoform,T_cell_exhaustion,-0.0215,0.7161649214341788,288,0.7161649214341788
KIRP,ENST00000479793.5,Alt-terminal isoform,Cytolytic_activity,0.0317,0.5921174410773387,288,0.7161649214341788
KIRP,ENST00000479793.5,Alt-terminal isoform,Treg,-0.0452,0.44445177447046524,288,0.7161649214341788
KIRP,ENST00000479793.5,Alt-terminal isoform,IFN_gamma,-0.0798,0.17708147660827558,288,0.7161649214341788
KIRP,ENST00000479793.5,Alt-terminal isoform,Checkpoint,-0.0269,0.6490023318631442,288,0.7161649214341788
KIRP,ENST00000479793.5,Alt-terminal isoform,Myeloid,0.0363,0.5389984313862258,288,0.7161649214341788
LGG,ENST00000336517.8,FL canonical (9-exon),M2_Macrophage,0.3384,4.1953826303296715e-15,509,2.93676784123077e-14
LGG,ENST00000336517.8,FL canonical (9-exon),T_cell_exhaustion,0.2527,7.402359175922683e-09,509,1.2954128557864696e-08
LGG,ENST00000336517.8,FL canonical (9-exon),Cytolytic_activity,0.1605,0.00027684743983416,509,0.00027684743983416
LGG,ENST00000336517.8,FL canonical (9-exon),Treg,0.1954,8.97436834554988e-06,509,1.1195523050845558e-05
LGG,ENST00000336517.8,FL canonical (9-exon),IFN_gamma,0.1948,9.596162615010478e-06,509,1.1195523050845558e-05
LGG,ENST00000336517.8,FL canonical (9-exon),Checkpoint,0.282,9.209265110679383e-11,509,2.1488285258251894e-10
LGG,ENST00000336517.8,FL canonical (9-exon),Myeloid,0.3002,4.648077637140733e-12,509,1.6268271729992567e-11
LGG,ENST00000466960.5,Retained-intron,M2_Macrophage,-0.2123,1.3470185578094857e-06,509,9.4291299046664e-06
LGG,ENST00000466960.5,Retained-intron,T_cell_exhaustion,-0.1154,0.00914873529647964,509,0.012808229415071495
LGG,ENST00000466960.5,Retained-intron,Cytolytic_activity,-0.1078,0.014921015465486041,509,0.01740785137640038
LGG,ENST00000466960.5,Retained-intron,Treg,-0.1288,0.0035986944614937034,509,0.006297715307613981
LGG,ENST00000466960.5,Retained-intron,IFN_gamma,-0.0821,0.06407868483007591,509,0.06407868483007591
LGG,ENST00000466960.5,Retained-intron,Checkpoint,-0.1484,0.0007816502604344886,509,0.0018238506076804736
LGG,ENST00000466960.5,Retained-intron,Myeloid,-0.1857,2.4772805689476354e-05,509,8.670481991316724e-05
LGG,ENST00000394860.3,5-exon truncated,M2_Macrophage,-0.0361,0.4160098187899651,509,0.4160098187899651
LGG,ENST00000394860.3,5-exon truncated,T_cell_exhaustion,-0.048,0.2801376531495715,509,0.4160098187899651
LGG,ENST00000394860.3,5-exon truncated,Cytolytic_activity,-0.0613,0.16713022459188376,509,0.4160098187899651
LGG,ENST00000394860.3,5-exon truncated,Treg,-0.04,0.36756851646367505,509,0.4160098187899651
LGG,ENST00000394860.3,5-exon truncated,IFN_gamma,-0.0485,0.27517440924606096,509,0.4160098187899651
LGG,ENST00000394860.3,5-exon truncated,Checkpoint,-0.06,0.17623412575127748,509,0.4160098187899651
LGG,ENST00000394860.3,5-exon truncated,Myeloid,-0.0364,0.4121488853801164,509,0.4160098187899651
LGG,ENST00000467555.1,Short isoform,M2_Macrophage,-0.0301,0.4983977001832772,509,0.5814639835471568
LGG,ENST00000467555.1,Short isoform,T_cell_exhaustion,-0.0977,0.02745137240334089,509,0.19215960682338623
LGG,ENST00000467555.1,Short isoform,Cytolytic_activity,-0.0476,0.283843410114416,509,0.42030677010365636
LGG,ENST00000467555.1,Short isoform,Treg,-0.0082,0.853421322018899,509,0.853421322018899
LGG,ENST00000467555.1,Short isoform,IFN_gamma,-0.0733,0.09877734585819141,509,0.23048047366911328
LGG,ENST00000467555.1,Short isoform,Checkpoint,-0.079,0.07501335712276941,509,0.23048047366911328
LGG,ENST00000467555.1,Short isoform,Myeloid,-0.046,0.3002191215026117,509,0.42030677010365636
LGG,ENST00000394857.7,Alt-exon isoform,M2_Macrophage,0.0224,0.6138063254175983,509,0.9029952352264281
LGG,ENST00000394857.7,Alt-exon isoform,T_cell_exhaustion,0.0145,0.744957829125654,509,0.9029952352264281
LGG,ENST00000394857.7,Alt-exon isoform,Cytolytic_activity,0.0576,0.19460792909361116,509,0.9029952352264281
LGG,ENST00000394857.7,Alt-exon isoform,Treg,0.0224,0.6136825593078552,509,0.9029952352264281
LGG,ENST00000394857.7,Alt-exon isoform,IFN_gamma,0.015,0.7357981492432493,509,0.9029952352264281
LGG,ENST00000394857.7,Alt-exon isoform,Checkpoint,0.0054,0.9029952352264281,509,0.9029952352264281
LGG,ENST00000394857.7,Alt-exon isoform,Myeloid,0.01,0.8211256921918971,509,0.9029952352264281
LGG,ENST00000416245.5,Mid isoform,M2_Macrophage,0.0543,0.22172282154271214,509,0.9487748629164591
LGG,ENST00000416245.5,Mid isoform,T_cell_exhaustion,0.0133,0.7655405376693679,509,0.9487748629164591
LGG,ENST00000416245.5,Mid isoform,Cytolytic_activity,0.0029,0.948774862916459,509,0.9487748629164591
LGG,ENST00000416245.5,Mid isoform,Treg,-0.0222,0.6173988610718016,509,0.9487748629164591
LGG,ENST00000416245.5,Mid isoform,IFN_gamma,-0.0112,0.8009729997861397,509,0.9487748629164591
LGG,ENST00000416245.5,Mid isoform,Checkpoint,0.0487,0.27260684082477005,509,0.9487748629164591
LGG,ENST00000416245.5,Mid isoform,Myeloid,0.0032,0.9430859945445976,509,0.9487748629164591
LGG,ENST00000479793.5,Alt-terminal isoform,M2_Macrophage,0.0243,0.5836862171875283,509,0.7190819291251811
LGG,ENST00000479793.5,Alt-terminal isoform,T_cell_exhaustion,-0.0553,0.21262215855007335,509,0.7190819291251811
LGG,ENST00000479793.5,Alt-terminal isoform,Cytolytic_activity,-0.0208,0.6402123768512263,509,0.7190819291251811
LGG,ENST00000479793.5,Alt-terminal isoform,Treg,-0.0328,0.46066447568005875,509,0.7190819291251811
LGG,ENST00000479793.5,Alt-terminal isoform,IFN_gamma,-0.0513,0.24841857362217626,509,0.7190819291251811
LGG,ENST00000479793.5,Alt-terminal isoform,Checkpoint,-0.0294,0.50851130783907,509,0.7190819291251811
LGG,ENST00000479793.5,Alt-terminal isoform,Myeloid,0.016,0.7190819291251811,509,0.7190819291251811
LIHC,ENST00000336517.8,FL canonical (9-exon),M2_Macrophage,0.238,3.769832134898209e-06,369,2.6388824944287464e-05
LIHC,ENST00000336517.8,FL canonical (9-exon),T_cell_exhaustion,0.1162,0.025653649676929534,369,0.02992925795641779
LIHC,ENST00000336517.8,FL canonical (9-exon),Cytolytic_activity,0.032,0.5405162049657005,369,0.5405162049657005
LIHC,ENST00000336517.8,FL canonical (9-exon),Treg,0.1199,0.021222215982499234,369,0.029711102375498927
LIHC,ENST00000336517.8,FL canonical (9-exon),IFN_gamma,0.2151,3.08270959136075e-05,369,0.00010789483569762626
LIHC,ENST00000336517.8,FL canonical (9-exon),Checkpoint,0.1212,0.019820450545755174,369,0.029711102375498927
LIHC,ENST00000336517.8,FL canonical (9-exon),Myeloid,0.1642,0.0015558943906034777,369,0.003630420244741448
LIHC,ENST00000466960.5,Retained-intron,M2_Macrophage,-0.1575,0.0024059514109172316,369,0.008420829938210311
LIHC,ENST00000466960.5,Retained-intron,T_cell_exhaustion,-0.1131,0.02977983793686493,369,0.03779153909076707
LIHC,ENST00000466960.5,Retained-intron,Cytolytic_activity,-0.0859,0.09925926901242922,369,0.09925926901242922
LIHC,ENST00000466960.5,Retained-intron,Treg,-0.1381,0.007907818989471373,369,0.014904818485409699
LIHC,ENST00000466960.5,Retained-intron,IFN_gamma,-0.1714,0.0009441923237066443,369,0.00660934626594651
LIHC,ENST00000466960.5,Retained-intron,Checkpoint,-0.1368,0.008517039134519828,369,0.014904818485409699
LIHC,ENST00000466960.5,Retained-intron,Myeloid,-0.1114,0.03239274779208606,369,0.03779153909076707
LIHC,ENST00000394860.3,5-exon truncated,M2_Macrophage,-0.028,0.5921500849134173,369,0.9679369150431302
LIHC,ENST00000394860.3,5-exon truncated,T_cell_exhaustion,-0.0003,0.9959979049021064,369,0.9959979049021064
LIHC,ENST00000394860.3,5-exon truncated,Cytolytic_activity,-0.0169,0.7468943526052003,369,0.9679369150431302
LIHC,ENST00000394860.3,5-exon truncated,Treg,-0.0269,0.6062537438973066,369,0.9679369150431302
LIHC,ENST00000394860.3,5-exon truncated,IFN_gamma,-0.0588,0.26013108226682985,369,0.9679369150431302
LIHC,ENST00000394860.3,5-exon truncated,Checkpoint,-0.019,0.7167161001816883,369,0.9679369150431302
LIHC,ENST00000394860.3,5-exon truncated,Myeloid,-0.0112,0.8296602128941116,369,0.9679369150431302
LIHC,ENST00000467555.1,Short isoform,M2_Macrophage,0.0665,0.2025904341486613,369,0.2785449029765877
LIHC,ENST00000467555.1,Short isoform,T_cell_exhaustion,0.0681,0.19169590605737297,369,0.2785449029765877
LIHC,ENST00000467555.1,Short isoform,Cytolytic_activity,0.1459,0.004993146766728803,369,0.034952027367101624
LIHC,ENST00000467555.1,Short isoform,Treg,0.0733,0.1597296810951589,369,0.2785449029765877
LIHC,ENST00000467555.1,Short isoform,IFN_gamma,0.028,0.5924695265850427,369,0.5924695265850427
LIHC,ENST00000467555.1,Short isoform,Checkpoint,0.0615,0.2387527739799323,369,0.2785449029765877
LIHC,ENST00000467555.1,Short isoform,Myeloid,0.0886,0.08937563043277612,369,0.2785449029765877
LIHC,ENST00000394857.7,Alt-exon isoform,M2_Macrophage,-0.057,0.2748149734356105,369,0.5622531197528491
LIHC,ENST00000394857.7,Alt-exon isoform,T_cell_exhaustion,-0.0471,0.36728777641796784,369,0.5622531197528491
LIHC,ENST00000394857.7,Alt-exon isoform,Cytolytic_activity,-0.0367,0.48193124550244204,369,0.5622531197528491
LIHC,ENST00000394857.7,Alt-exon isoform,Treg,-0.0104,0.8419193491433445,369,0.8419193491433445
LIHC,ENST00000394857.7,Alt-exon isoform,IFN_gamma,-0.0428,0.4118464599866427,369,0.5622531197528491
LIHC,ENST00000394857.7,Alt-exon isoform,Checkpoint,-0.0409,0.4336510898305336,369,0.5622531197528491
LIHC,ENST00000394857.7,Alt-exon isoform,Myeloid,-0.0441,0.3984540349865924,369,0.5622531197528491
LIHC,ENST00000416245.5,Mid isoform,M2_Macrophage,0.0368,0.4807627062529567,369,0.9376457235726086
LIHC,ENST00000416245.5,Mid isoform,T_cell_exhaustion,0.0086,0.8689315709665819,369,0.9376457235726086
LIHC,ENST00000416245.5,Mid isoform,Cytolytic_activity,-0.0041,0.9376457235726086,369,0.9376457235726086
LIHC,ENST00000416245.5,Mid isoform,Treg,0.0185,0.7231048972600573,369,0.9376457235726086
LIHC,ENST00000416245.5,Mid isoform,IFN_gamma,0.0884,0.09006708220612067,369,0.6304695754428447
LIHC,ENST00000416245.5,Mid isoform,Checkpoint,0.0138,0.7913014607069435,369,0.9376457235726086
LIHC,ENST00000416245.5,Mid isoform,Myeloid,0.0111,0.8316893253204553,369,0.9376457235726086
LIHC,ENST00000479793.5,Alt-terminal isoform,M2_Macrophage,0.0879,0.09195853965915864,369,0.12874195552282208
LIHC,ENST00000479793.5,Alt-terminal isoform,T_cell_exhaustion,0.1184,0.02295966311063011,369,0.040179410443602695
LIHC,ENST00000479793.5,Alt-terminal isoform,Cytolytic_activity,0.1377,0.008090687828597209,369,0.02509096414176194
LIHC,ENST00000479793.5,Alt-terminal isoform,Treg,0.145,0.005274045293626531,369,0.02509096414176194
LIHC,ENST00000479793.5,Alt-terminal isoform,IFN_gamma,0.0778,0.13582075532312002,369,0.13582075532312002
LIHC,ENST00000479793.5,Alt-terminal isoform,Checkpoint,0.1326,0.010753270346469402,369,0.02509096414176194
LIHC,ENST00000479793.5,Alt-terminal isoform,Myeloid,0.0779,0.13541514609786803,369,0.13582075532312002
