Cancer,Transcript,Tx_Label,Feature,Rho,P_value,N,FDR
CHOL,ENST00000479793.5,Alt-terminal isoform,Checkpoint,0.0219,0.8992124820038562,36,0.9690995196112221
CHOL,ENST00000479793.5,Alt-terminal isoform,Myeloid,0.0481,0.7804195922480031,36,0.9690995196112221
COAD,ENST00000336517.8,FL canonical (9-exon),M2_Macrophage,0.1347,0.022264817456211783,288,0.07792686109674124
COAD,ENST00000336517.8,FL canonical (9-exon),T_cell_exhaustion,0.0714,0.22677059193742594,288,0.358762026126087
COAD,ENST00000336517.8,FL canonical (9-exon),Cytolytic_activity,0.0297,0.6158366648834775,288,0.6158366648834775
COAD,ENST00000336517.8,FL canonical (9-exon),Treg,0.0877,0.13766973222351295,288,0.3212293751881969
COAD,ENST00000336517.8,FL canonical (9-exon),IFN_gamma,0.0589,0.3195907504034589,288,0.3728558754707021
COAD,ENST00000336517.8,FL canonical (9-exon),Checkpoint,0.0671,0.25625859009006213,288,0.358762026126087
COAD,ENST00000336517.8,FL canonical (9-exon),Myeloid,0.1388,0.01845570075293547,288,0.07792686109674124
COAD,ENST00000466960.5,Retained-intron,M2_Macrophage,-0.1623,0.0057714262117628595,288,0.040399983482340016
COAD,ENST00000466960.5,Retained-intron,T_cell_exhaustion,-0.0826,0.16218967477699966,288,0.2447493052258105
COAD,ENST00000466960.5,Retained-intron,Cytolytic_activity,-0.0112,0.849871082058445,288,0.849871082058445
COAD,ENST00000466960.5,Retained-intron,Treg,-0.0901,0.12732757347278653,288,0.2447493052258105
COAD,ENST00000466960.5,Retained-intron,IFN_gamma,-0.0802,0.17482093230415036,288,0.2447493052258105
COAD,ENST00000466960.5,Retained-intron,Checkpoint,-0.0704,0.23341055858630627,288,0.27231231835069064
COAD,ENST00000466960.5,Retained-intron,Myeloid,-0.1229,0.03706349887436667,288,0.12972224606028335
COAD,ENST00000394860.3,5-exon truncated,M2_Macrophage,-0.0115,0.8455090651754238,288,0.8455090651754238
COAD,ENST00000394860.3,5-exon truncated,T_cell_exhaustion,-0.0165,0.7797507470271485,288,0.8455090651754238
COAD,ENST00000394860.3,5-exon truncated,Cytolytic_activity,-0.0849,0.15048615897899642,288,0.8455090651754238
COAD,ENST00000394860.3,5-exon truncated,Treg,-0.0423,0.4748690506393415,288,0.8455090651754238
COAD,ENST00000394860.3,5-exon truncated,IFN_gamma,-0.026,0.6609600583140196,288,0.8455090651754238
COAD,ENST00000394860.3,5-exon truncated,Checkpoint,-0.0166,0.7796139523584455,288,0.8455090651754238
COAD,ENST00000394860.3,5-exon truncated,Myeloid,-0.0346,0.55845094182264,288,0.8455090651754238
COAD,ENST00000467555.1,Short isoform,M2_Macrophage,0.3514,8.582631551786176e-10,288,6.0078420862503235e-09
COAD,ENST00000467555.1,Short isoform,T_cell_exhaustion,0.2886,6.243949663491762e-07,288,1.4569215881480778e-06
COAD,ENST00000467555.1,Short isoform,Cytolytic_activity,0.2137,0.00025841996744163117,288,0.00025841996744163117
COAD,ENST00000467555.1,Short isoform,Treg,0.2796,1.4233908168557647e-06,288,1.9927471435980705e-06
COAD,ENST00000467555.1,Short isoform,IFN_gamma,0.2237,0.00012873734723524587,288,0.0001501935717744535
COAD,ENST00000467555.1,Short isoform,Checkpoint,0.2843,9.368540899350725e-07,288,1.6394946573863768e-06
COAD,ENST00000467555.1,Short isoform,Myeloid,0.3258,1.513518159317627e-08,288,5.2973135576116944e-08
COAD,ENST00000394857.7,Alt-exon isoform,M2_Macrophage,-0.1139,0.053538162857433416,288,0.053538162857433416
COAD,ENST00000394857.7,Alt-exon isoform,T_cell_exhaustion,-0.1907,0.0011462497616685418,288,0.002005937082919948
COAD,ENST00000394857.7,Alt-exon isoform,Cytolytic_activity,-0.231,7.585454961237525e-05,288,0.0005309818472866267
COAD,ENST00000394857.7,Alt-exon isoform,Treg,-0.1537,0.008991592276268338,288,0.010490190988979728
COAD,ENST00000394857.7,Alt-exon isoform,IFN_gamma,-0.2,0.000642038267316006,288,0.001542026146589265
COAD,ENST00000394857.7,Alt-exon isoform,Checkpoint,-0.1995,0.0006608683485382564,288,0.001542026146589265
COAD,ENST00000394857.7,Alt-exon isoform,Myeloid,-0.1756,0.0027823077882108325,288,0.003895230903495166
COAD,ENST00000416245.5,Mid isoform,M2_Macrophage,-0.1797,0.0021990427161292176,288,0.0021990427161292176
COAD,ENST00000416245.5,Mid isoform,T_cell_exhaustion,-0.2278,9.627321900977321e-05,288,0.00033695626653420624
COAD,ENST00000416245.5,Mid isoform,Cytolytic_activity,-0.2096,0.0003414458280734611,288,0.00047802415930284556
COAD,ENST00000416245.5,Mid isoform,Treg,-0.188,0.0013473074322467755,288,0.0015718586709545714
COAD,ENST00000416245.5,Mid isoform,IFN_gamma,-0.2119,0.00029223942732797684,288,0.00047802415930284556
COAD,ENST00000416245.5,Mid isoform,Checkpoint,-0.2186,0.0001852963162272207,288,0.00043235807119684826
COAD,ENST00000416245.5,Mid isoform,Myeloid,-0.232,7.037016593938996e-05,288,0.00033695626653420624
COAD,ENST00000479793.5,Alt-terminal isoform,M2_Macrophage,-0.1025,0.08233268054553944,288,0.28816438190938803
COAD,ENST00000479793.5,Alt-terminal isoform,T_cell_exhaustion,-0.0671,0.2566333561062594,288,0.39697190054710385
COAD,ENST00000479793.5,Alt-terminal isoform,Cytolytic_activity,-0.0372,0.5291529570843229,288,0.6173451165983767
COAD,ENST00000479793.5,Alt-terminal isoform,Treg,-0.0839,0.15545435717684242,288,0.3627268334126323
COAD,ENST00000479793.5,Alt-terminal isoform,IFN_gamma,-0.0221,0.7086197112358847,288,0.7086197112358847
COAD,ENST00000479793.5,Alt-terminal isoform,Checkpoint,-0.0634,0.28355135753364563,288,0.39697190054710385
COAD,ENST00000479793.5,Alt-terminal isoform,Myeloid,-0.1179,0.04561785551591722,288,0.28816438190938803
DLBC,ENST00000336517.8,FL canonical (9-exon),M2_Macrophage,0.2912,0.04707404429910567,47,0.08237957752343493
DLBC,ENST00000336517.8,FL canonical (9-exon),T_cell_exhaustion,0.3055,0.036775535464200676,47,0.08237957752343493
DLBC,ENST00000336517.8,FL canonical (9-exon),Cytolytic_activity,0.1595,0.2843374506122698,47,0.3317270257143147
DLBC,ENST00000336517.8,FL canonical (9-exon),Treg,0.3587,0.013290818933375038,47,0.059833494798744905
DLBC,ENST00000336517.8,FL canonical (9-exon),IFN_gamma,0.2268,0.12533641164374348,47,0.1754709763012409
DLBC,ENST00000336517.8,FL canonical (9-exon),Checkpoint,0.3463,0.01709528422821283,47,0.059833494798744905
DLBC,ENST00000336517.8,FL canonical (9-exon),Myeloid,0.131,0.380060001932917,47,0.38006000193291695
DLBC,ENST00000466960.5,Retained-intron,M2_Macrophage,-0.105,0.48244579864159687,47,0.9146056098779674
DLBC,ENST00000466960.5,Retained-intron,T_cell_exhaustion,-0.0793,0.5961013169214777,47,0.9146056098779674
DLBC,ENST00000466960.5,Retained-intron,Cytolytic_activity,0.0482,0.7475586240569584,47,0.9146056098779674
DLBC,ENST00000466960.5,Retained-intron,Treg,-0.0612,0.6829416361414562,47,0.9146056098779674
DLBC,ENST00000466960.5,Retained-intron,IFN_gamma,-0.0161,0.9146056098779674,47,0.9146056098779674
DLBC,ENST00000466960.5,Retained-intron,Checkpoint,-0.0306,0.8379875265619343,47,0.9146056098779674
DLBC,ENST00000466960.5,Retained-intron,Myeloid,-0.2464,0.09497755392481891,47,0.6648428774737324
DLBC,ENST00000394860.3,5-exon truncated,M2_Macrophage,0.0093,0.9507913120238624,47,0.9507913120238624
DLBC,ENST00000394860.3,5-exon truncated,T_cell_exhaustion,0.2407,0.10307475175794496,47,0.24653208909332558
DLBC,ENST00000394860.3,5-exon truncated,Cytolytic_activity,0.1438,0.33472109909146286,47,0.46860953872804795
DLBC,ENST00000394860.3,5-exon truncated,Treg,0.3312,0.02297380491762897,47,0.1608166344234028
DLBC,ENST00000394860.3,5-exon truncated,IFN_gamma,0.1696,0.25431730707944233,47,0.4450552873890241
DLBC,ENST00000394860.3,5-exon truncated,Checkpoint,0.239,0.10565660961142524,47,0.24653208909332558
DLBC,ENST00000394860.3,5-exon truncated,Myeloid,0.0561,0.7080897462701784,47,0.8261047039818749
DLBC,ENST00000467555.1,Short isoform,M2_Macrophage,0.0013,0.9932297339051009,47,0.9932297339051009
DLBC,ENST00000467555.1,Short isoform,T_cell_exhaustion,-0.0945,0.5276174525574284,47,0.9233305419754998
DLBC,ENST00000467555.1,Short isoform,Cytolytic_activity,-0.0394,0.7924357754834225,47,0.9405158710799609
DLBC,ENST00000467555.1,Short isoform,Treg,-0.2571,0.08111371803154505,47,0.4297450010194024
DLBC,ENST00000467555.1,Short isoform,IFN_gamma,-0.0368,0.8061564609256808,47,0.9405158710799609
DLBC,ENST00000467555.1,Short isoform,Checkpoint,-0.1599,0.2829246566531275,47,0.6601575321906309
DLBC,ENST00000467555.1,Short isoform,Myeloid,0.2283,0.12278428600554353,47,0.4297450010194024
DLBC,ENST00000394857.7,Alt-exon isoform,M2_Macrophage,0.0038,0.9796910855813424,47,0.9796910855813424
DLBC,ENST00000394857.7,Alt-exon isoform,T_cell_exhaustion,0.1018,0.4961246376211371,47,0.9796910855813424
DLBC,ENST00000394857.7,Alt-exon isoform,Cytolytic_activity,-0.086,0.5652996105866848,47,0.9796910855813424
DLBC,ENST00000394857.7,Alt-exon isoform,Treg,0.0911,0.5424377700206938,47,0.9796910855813424
DLBC,ENST00000394857.7,Alt-exon isoform,IFN_gamma,0.0056,0.9704631995929947,47,0.9796910855813424
DLBC,ENST00000394857.7,Alt-exon isoform,Checkpoint,0.1035,0.48877193554650933,47,0.9796910855813424
DLBC,ENST00000394857.7,Alt-exon isoform,Myeloid,0.0361,0.8097454524790633,47,0.9796910855813424
DLBC,ENST00000416245.5,Mid isoform,M2_Macrophage,0.0961,0.5205349461054969,47,0.7287489245476957
DLBC,ENST00000416245.5,Mid isoform,T_cell_exhaustion,0.1577,0.2896764484717795,47,0.6759117131008189
DLBC,ENST00000416245.5,Mid isoform,Cytolytic_activity,0.1169,0.43387842278829525,47,0.7287489245476957
DLBC,ENST00000416245.5,Mid isoform,Treg,0.2142,0.1483289958758899,47,0.5951472484902811
DLBC,ENST00000416245.5,Mid isoform,IFN_gamma,0.0726,0.6276202423552186,47,0.7322236160810883
DLBC,ENST00000416245.5,Mid isoform,Checkpoint,0.2035,0.17004207099722318,47,0.5951472484902811
DLBC,ENST00000416245.5,Mid isoform,Myeloid,-0.0299,0.8416082452448399,47,0.8416082452448398
DLBC,ENST00000479793.5,Alt-terminal isoform,M2_Macrophage,0.0442,0.7681330139766267,47,0.7900557709504129
DLBC,ENST00000479793.5,Alt-terminal isoform,T_cell_exhaustion,0.1118,0.45428342409961664,47,0.7900557709504129
DLBC,ENST00000479793.5,Alt-terminal isoform,Cytolytic_activity,0.1427,0.33866169979692995,47,0.7900557709504129
DLBC,ENST00000479793.5,Alt-terminal isoform,Treg,0.0483,0.7469732541385291,47,0.7900557709504129
DLBC,ENST00000479793.5,Alt-terminal isoform,IFN_gamma,0.0399,0.7900557709504129,47,0.7900557709504129
DLBC,ENST00000479793.5,Alt-terminal isoform,Checkpoint,0.1327,0.37372887000571575,47,0.7900557709504129
DLBC,ENST00000479793.5,Alt-terminal isoform,Myeloid,0.0804,0.5912736004491579,47,0.7900557709504129
ESCA,ENST00000336517.8,FL canonical (9-exon),M2_Macrophage,-0.027,0.7182412831406637,181,0.7643213654897953
ESCA,ENST00000336517.8,FL canonical (9-exon),T_cell_exhaustion,0.0244,0.7447148614175328,181,0.7643213654897953
ESCA,ENST00000336517.8,FL canonical (9-exon),Cytolytic_activity,-0.0349,0.6405878780015228,181,0.7643213654897953
ESCA,ENST00000336517.8,FL canonical (9-exon),Treg,0.081,0.2786229103992946,181,0.7643213654897953
ESCA,ENST00000336517.8,FL canonical (9-exon),IFN_gamma,0.0264,0.7241755411915901,181,0.7643213654897953
ESCA,ENST00000336517.8,FL canonical (9-exon),Checkpoint,0.0224,0.7643213654897953,181,0.7643213654897953
ESCA,ENST00000336517.8,FL canonical (9-exon),Myeloid,-0.0355,0.6349441190416898,181,0.7643213654897953
ESCA,ENST00000466960.5,Retained-intron,M2_Macrophage,0.0069,0.9270749780884685,181,0.9270749780884685
ESCA,ENST00000466960.5,Retained-intron,T_cell_exhaustion,0.0156,0.8345604306724612,181,0.9270749780884685
ESCA,ENST00000466960.5,Retained-intron,Cytolytic_activity,0.0448,0.5491486724788518,181,0.9270749780884685
ESCA,ENST00000466960.5,Retained-intron,Treg,-0.03,0.6883702244465713,181,0.9270749780884685
ESCA,ENST00000466960.5,Retained-intron,IFN_gamma,-0.0181,0.8084353643656361,181,0.9270749780884685
ESCA,ENST00000466960.5,Retained-intron,Checkpoint,0.0288,0.6999793569156689,181,0.9270749780884685
ESCA,ENST00000466960.5,Retained-intron,Myeloid,0.0326,0.6631902346187248,181,0.9270749780884685
ESCA,ENST00000394860.3,5-exon truncated,M2_Macrophage,0.0564,0.45103167859913385,181,0.5262036250323229
ESCA,ENST00000394860.3,5-exon truncated,T_cell_exhaustion,-0.0636,0.3950859157911156,181,0.5262036250323229
ESCA,ENST00000394860.3,5-exon truncated,Cytolytic_activity,-0.0861,0.2488988319904517,181,0.5262036250323229
ESCA,ENST00000394860.3,5-exon truncated,Treg,-0.0621,0.40628790866460585,181,0.5262036250323229
ESCA,ENST00000394860.3,5-exon truncated,IFN_gamma,-0.09,0.22848651891049887,181,0.5262036250323229
ESCA,ENST00000394860.3,5-exon truncated,Checkpoint,-0.0608,0.4163063031818022,181,0.5262036250323229
ESCA,ENST00000394860.3,5-exon truncated,Myeloid,-0.0054,0.9426422306488413,181,0.9426422306488413
ESCA,ENST00000467555.1,Short isoform,M2_Macrophage,0.1776,0.016753917919372776,181,0.058638712717804714
ESCA,ENST00000467555.1,Short isoform,T_cell_exhaustion,0.0422,0.5731418075887899,181,0.5923661634840064
ESCA,ENST00000467555.1,Short isoform,Cytolytic_activity,0.1042,0.16270525532192576,181,0.37964559575116014
ESCA,ENST00000467555.1,Short isoform,Treg,0.0401,0.5923661634840065,181,0.5923661634840064
ESCA,ENST00000467555.1,Short isoform,IFN_gamma,0.0519,0.48742771804728235,181,0.5923661634840064
ESCA,ENST00000467555.1,Short isoform,Checkpoint,0.0471,0.5292504884289473,181,0.5923661634840064
ESCA,ENST00000467555.1,Short isoform,Myeloid,0.2166,0.00340967108191862,181,0.023867697573430338
ESCA,ENST00000394857.7,Alt-exon isoform,M2_Macrophage,-0.1297,0.08185522465169712,181,0.19099552418729326
ESCA,ENST00000394857.7,Alt-exon isoform,T_cell_exhaustion,-0.1076,0.14941645841482132,181,0.19419832487819413
ESCA,ENST00000394857.7,Alt-exon isoform,Cytolytic_activity,-0.1059,0.15605380997102672,181,0.19419832487819413
ESCA,ENST00000394857.7,Alt-exon isoform,Treg,-0.1665,0.025099001850985774,181,0.08784650647845021
ESCA,ENST00000394857.7,Alt-exon isoform,IFN_gamma,-0.0835,0.2636657002971422,181,0.2636657002971422
ESCA,ENST00000394857.7,Alt-exon isoform,Checkpoint,-0.1033,0.1664557070384521,181,0.19419832487819413
ESCA,ENST00000394857.7,Alt-exon isoform,Myeloid,-0.202,0.006387637750923529,181,0.044713464256464705
ESCA,ENST00000416245.5,Mid isoform,M2_Macrophage,0.0037,0.9604719858852078,181,0.984295562966083
ESCA,ENST00000416245.5,Mid isoform,T_cell_exhaustion,0.0656,0.3800977102553049,181,0.7516372582717852
ESCA,ENST00000416245.5,Mid isoform,Cytolytic_activity,0.0015,0.984295562966083,181,0.984295562966083
ESCA,ENST00000416245.5,Mid isoform,Treg,0.0626,0.40281775982112533,181,0.7516372582717852
ESCA,ENST00000416245.5,Mid isoform,IFN_gamma,0.049,0.5126836122506941,181,0.7516372582717852
ESCA,ENST00000416245.5,Mid isoform,Checkpoint,0.0462,0.536883755908418,181,0.7516372582717852
ESCA,ENST00000416245.5,Mid isoform,Myeloid,-0.0851,0.2548282600996032,181,0.7516372582717852
ESCA,ENST00000479793.5,Alt-terminal isoform,M2_Macrophage,0.0384,0.6078778590145283,181,0.7149663957040996
ESCA,ENST00000479793.5,Alt-terminal isoform,T_cell_exhaustion,0.0629,0.39998755119249974,181,0.7149663957040996
ESCA,ENST00000479793.5,Alt-terminal isoform,Cytolytic_activity,0.1212,0.10412954241845357,181,0.7149663957040996
ESCA,ENST00000479793.5,Alt-terminal isoform,Treg,0.0666,0.3727208071670792,181,0.7149663957040996
ESCA,ENST00000479793.5,Alt-terminal isoform,IFN_gamma,0.0152,0.8385949335404825,181,0.8385949335404825
ESCA,ENST00000479793.5,Alt-terminal isoform,Checkpoint,0.0561,0.4529547885874494,181,0.7149663957040996
ESCA,ENST00000479793.5,Alt-terminal isoform,Myeloid,0.0379,0.6128283391749425,181,0.7149663957040996
GBM,ENST00000336517.8,FL canonical (9-exon),M2_Macrophage,0.1499,0.0644212354105126,153,0.09018972957471764
GBM,ENST00000336517.8,FL canonical (9-exon),T_cell_exhaustion,0.202,0.0122750730178026,153,0.0286418370415394
GBM,ENST00000336517.8,FL canonical (9-exon),Cytolytic_activity,0.1532,0.058725184547084676,153,0.09018972957471764
GBM,ENST00000336517.8,FL canonical (9-exon),Treg,0.2085,0.00969557526564962,153,0.0286418370415394
GBM,ENST00000336517.8,FL canonical (9-exon),IFN_gamma,0.0668,0.4117841964660619,153,0.4117841964660619
GBM,ENST00000336517.8,FL canonical (9-exon),Checkpoint,0.2444,0.002331630837443928,153,0.016321415862107495
GBM,ENST00000336517.8,FL canonical (9-exon),Myeloid,0.1395,0.08550923749091106,153,0.09976077707272957
GBM,ENST00000466960.5,Retained-intron,M2_Macrophage,-0.0997,0.21995999041536352,153,0.26405324663670243
GBM,ENST00000466960.5,Retained-intron,T_cell_exhaustion,-0.1466,0.07061948274682538,153,0.19714265173516488
GBM,ENST00000466960.5,Retained-intron,Cytolytic_activity,-0.1241,0.12642255691670343,153,0.221239474604231
GBM,ENST00000466960.5,Retained-intron,Treg,-0.1399,0.08448970788649923,153,0.19714265173516488
GBM,ENST00000466960.5,Retained-intron,IFN_gamma,-0.069,0.396448245255268,153,0.396448245255268
GBM,ENST00000466960.5,Retained-intron,Checkpoint,-0.1878,0.020101407540672432,153,0.14070985278470702
GBM,ENST00000466960.5,Retained-intron,Myeloid,-0.0984,0.22633135426003065,153,0.26405324663670243
GBM,ENST00000394860.3,5-exon truncated,M2_Macrophage,-0.0841,0.3012412562422103,153,0.8174394905117843
GBM,ENST00000394860.3,5-exon truncated,T_cell_exhaustion,-0.0344,0.6732155924714085,153,0.8174394905117843
GBM,ENST00000394860.3,5-exon truncated,Cytolytic_activity,-0.04,0.6230546722921828,153,0.8174394905117843
GBM,ENST00000394860.3,5-exon truncated,Treg,0.0002,0.998458538767699,153,0.998458538767699
GBM,ENST00000394860.3,5-exon truncated,IFN_gamma,0.0497,0.5416670597220081,153,0.8174394905117843
GBM,ENST00000394860.3,5-exon truncated,Checkpoint,-0.0313,0.7006624204386722,153,0.8174394905117843
GBM,ENST00000394860.3,5-exon truncated,Myeloid,-0.0668,0.41192519318872045,153,0.8174394905117843
GBM,ENST00000467555.1,Short isoform,M2_Macrophage,-0.1017,0.21101371326953136,153,0.4450061122879892
GBM,ENST00000467555.1,Short isoform,T_cell_exhaustion,-0.0813,0.31786150877713515,153,0.4450061122879892
GBM,ENST00000467555.1,Short isoform,Cytolytic_activity,-0.0044,0.9568271399924086,153,0.9568271399924086
GBM,ENST00000467555.1,Short isoform,Treg,-0.0517,0.525291002913282,153,0.612839503398829
GBM,ENST00000467555.1,Short isoform,IFN_gamma,-0.0924,0.2561531476327248,153,0.4450061122879892
GBM,ENST00000467555.1,Short isoform,Checkpoint,-0.1002,0.21800402757449472,153,0.4450061122879892
GBM,ENST00000467555.1,Short isoform,Myeloid,-0.0981,0.22778070300430028,153,0.4450061122879892
GBM,ENST00000394857.7,Alt-exon isoform,M2_Macrophage,-0.0147,0.8565648902529539,153,0.9883574500337999
GBM,ENST00000394857.7,Alt-exon isoform,T_cell_exhaustion,0.016,0.8443195530175451,153,0.9883574500337999
GBM,ENST00000394857.7,Alt-exon isoform,Cytolytic_activity,0.0412,0.6127033191884591,153,0.9883574500337999
GBM,ENST00000394857.7,Alt-exon isoform,Treg,0.0012,0.9883574500337999,153,0.9883574500337999
GBM,ENST00000394857.7,Alt-exon isoform,IFN_gamma,-0.0094,0.9084988755975866,153,0.9883574500337999
GBM,ENST00000394857.7,Alt-exon isoform,Checkpoint,0.0438,0.5907228200870358,153,0.9883574500337999
GBM,ENST00000394857.7,Alt-exon isoform,Myeloid,-0.0054,0.9473003079432395,153,0.9883574500337999
GBM,ENST00000416245.5,Mid isoform,M2_Macrophage,0.0299,0.7139365885250106,153,0.7677017307351576
GBM,ENST00000416245.5,Mid isoform,T_cell_exhaustion,0.1834,0.023224959666294842,153,0.09089190163541032
GBM,ENST00000416245.5,Mid isoform,Cytolytic_activity,0.1391,0.08628605922712657,153,0.15100060364747148
GBM,ENST00000416245.5,Mid isoform,Treg,0.1628,0.0443053122121935,153,0.10337906182845151
GBM,ENST00000416245.5,Mid isoform,IFN_gamma,0.1113,0.17068114380751945,153,0.2389536013305272
GBM,ENST00000416245.5,Mid isoform,Checkpoint,0.18,0.025969114752974375,153,0.09089190163541032
GBM,ENST00000416245.5,Mid isoform,Myeloid,0.0241,0.7677017307351576,153,0.7677017307351576
GBM,ENST00000479793.5,Alt-terminal isoform,M2_Macrophage,-0.1185,0.1446592671761735,153,0.35987707170885713
GBM,ENST00000479793.5,Alt-terminal isoform,T_cell_exhaustion,-0.1198,0.14005981675474144,153,0.35987707170885713
GBM,ENST00000479793.5,Alt-terminal isoform,Cytolytic_activity,-0.0373,0.6466954353948846,153,0.7544780079606986
GBM,ENST00000479793.5,Alt-terminal isoform,Treg,-0.1016,0.2112557070718188,153,0.35987707170885713
GBM,ENST00000479793.5,Alt-terminal isoform,IFN_gamma,-0.0193,0.8123754547971749,153,0.8123754547971748
GBM,ENST00000479793.5,Alt-terminal isoform,Checkpoint,-0.0971,0.2326861184214576,153,0.35987707170885713
GBM,ENST00000479793.5,Alt-terminal isoform,Myeloid,-0.0922,0.25705505122061223,153,0.35987707170885713
HNSC,ENST00000336517.8,FL canonical (9-exon),M2_Macrophage,0.1847,2.3420448839171355e-05,518,0.00016394314187419948
HNSC,ENST00000336517.8,FL canonical (9-exon),T_cell_exhaustion,0.0035,0.9367826569517947,518,0.9915676304337872
HNSC,ENST00000336517.8,FL canonical (9-exon),Cytolytic_activity,-0.0841,0.05588807711792105,518,0.19560826991272368
HNSC,ENST00000336517.8,FL canonical (9-exon),Treg,0.0355,0.4199728195261284,518,0.7232548776235395
HNSC,ENST00000336517.8,FL canonical (9-exon),IFN_gamma,0.0286,0.5166106268739568,518,0.7232548776235395
HNSC,ENST00000336517.8,FL canonical (9-exon),Checkpoint,0.0005,0.9915676304337872,518,0.9915676304337872
HNSC,ENST00000336517.8,FL canonical (9-exon),Myeloid,0.0676,0.12453229522238239,518,0.29057535551889224
HNSC,ENST00000466960.5,Retained-intron,M2_Macrophage,-0.0847,0.05413460872583557,518,0.378942261080849
HNSC,ENST00000466960.5,Retained-intron,T_cell_exhaustion,-0.0042,0.9232388058639942,518,0.9457952307773365
HNSC,ENST00000466960.5,Retained-intron,Cytolytic_activity,0.053,0.2288661550677008,518,0.41597013592295706
HNSC,ENST00000466960.5,Retained-intron,Treg,0.0144,0.7445423763955292,518,0.9457952307773365
HNSC,ENST00000466960.5,Retained-intron,IFN_gamma,-0.0594,0.17708046822425821,518,0.41597013592295706
HNSC,ENST00000466960.5,Retained-intron,Checkpoint,0.003,0.9457952307773365,518,0.9457952307773365
HNSC,ENST00000466960.5,Retained-intron,Myeloid,-0.052,0.23769722052740405,518,0.41597013592295706
HNSC,ENST00000394860.3,5-exon truncated,M2_Macrophage,-0.0766,0.08137976881355409,518,0.5696583816948786
HNSC,ENST00000394860.3,5-exon truncated,T_cell_exhaustion,-0.0019,0.9653618772328212,518,0.9653618772328212
HNSC,ENST00000394860.3,5-exon truncated,Cytolytic_activity,0.0065,0.8823286433930427,518,0.9653618772328212
HNSC,ENST00000394860.3,5-exon truncated,Treg,-0.0196,0.656640534035409,518,0.9653618772328212
HNSC,ENST00000394860.3,5-exon truncated,IFN_gamma,-0.0253,0.5657154399542723,518,0.9653618772328212
HNSC,ENST00000394860.3,5-exon truncated,Checkpoint,-0.0051,0.9074594465320616,518,0.9653618772328212
HNSC,ENST00000394860.3,5-exon truncated,Myeloid,-0.0497,0.2591224993441188,518,0.9069287477044158
HNSC,ENST00000467555.1,Short isoform,M2_Macrophage,-0.0925,0.03541510720018039,518,0.21824302024091555
HNSC,ENST00000467555.1,Short isoform,T_cell_exhaustion,0.0216,0.6231829982215868,518,0.727046831258518
HNSC,ENST00000467555.1,Short isoform,Cytolytic_activity,0.0336,0.44531102918768073,518,0.6234354408627529
HNSC,ENST00000467555.1,Short isoform,Treg,-0.0619,0.15974597903816984,518,0.2795554633167972
HNSC,ENST00000467555.1,Short isoform,IFN_gamma,0.0819,0.062355148640261586,518,0.21824302024091555
HNSC,ENST00000467555.1,Short isoform,Checkpoint,0.007,0.8735812284226867,518,0.8735812284226867
HNSC,ENST00000467555.1,Short isoform,Myeloid,0.0619,0.15919498869989823,518,0.2795554633167972
HNSC,ENST00000394857.7,Alt-exon isoform,M2_Macrophage,-0.0081,0.854532177658386,518,0.854532177658386
HNSC,ENST00000394857.7,Alt-exon isoform,T_cell_exhaustion,0.0763,0.08294918924568463,518,0.19354810823993082
HNSC,ENST00000394857.7,Alt-exon isoform,Cytolytic_activity,0.0618,0.1600684920015231,518,0.2801198610026654
HNSC,ENST00000394857.7,Alt-exon isoform,Treg,0.1269,0.003820910099496697,518,0.02674637069647688
HNSC,ENST00000394857.7,Alt-exon isoform,IFN_gamma,0.0317,0.47192024208806516,518,0.5505736157694093
HNSC,ENST00000394857.7,Alt-exon isoform,Checkpoint,0.0768,0.08075274851037437,518,0.19354810823993082
HNSC,ENST00000394857.7,Alt-exon isoform,Myeloid,-0.0542,0.21793390810990543,518,0.3051074713538676
HNSC,ENST00000416245.5,Mid isoform,M2_Macrophage,0.1155,0.008507502735375006,518,0.05955251914762504
HNSC,ENST00000416245.5,Mid isoform,T_cell_exhaustion,0.0069,0.8749266037704853,518,0.9710457774003516
HNSC,ENST00000416245.5,Mid isoform,Cytolytic_activity,-0.0483,0.27278471209388594,518,0.4773732461643004
HNSC,ENST00000416245.5,Mid isoform,Treg,0.0559,0.20423210299368616,518,0.47654157365193434
HNSC,ENST00000416245.5,Mid isoform,IFN_gamma,-0.0583,0.18560619770833228,518,0.47654157365193434
HNSC,ENST00000416245.5,Mid isoform,Checkpoint,0.0074,0.8670711904808849,518,0.9710457774003516
HNSC,ENST00000416245.5,Mid isoform,Myeloid,-0.0016,0.9710457774003516,518,0.9710457774003516
HNSC,ENST00000479793.5,Alt-terminal isoform,M2_Macrophage,-0.0708,0.10751356472170956,518,0.12543249217532781
HNSC,ENST00000479793.5,Alt-terminal isoform,T_cell_exhaustion,-0.0896,0.041447684867170334,518,0.07364604932902338
HNSC,ENST00000479793.5,Alt-terminal isoform,Cytolytic_activity,-0.0541,0.21912503471253933,518,0.21912503471253933
HNSC,ENST00000479793.5,Alt-terminal isoform,Treg,-0.0879,0.045505431352729914,518,0.07364604932902338
HNSC,ENST00000479793.5,Alt-terminal isoform,IFN_gamma,-0.0852,0.05260432094930241,518,0.07364604932902338
HNSC,ENST00000479793.5,Alt-terminal isoform,Checkpoint,-0.0864,0.04943708290692312,518,0.07364604932902338
