PMID,DOI,Title,Journal,Year,FirstAuthor,Keywords,Abstract
42424179,10.1021/acs.est.6c04716,From Screening-Level Profiling of Novel Brominated Flame Retardants to a Putative AOP-Informed Framework for DBDPE-Induced Cognitive Impairment in Zebrafish.,Environmental science & technology,2026,"Hu, Kaiwen",adverse outcome pathway (AOP); decabromodiphenyl ethane (DBDPE); ferroptosis; neurodegeneration-related cognitive impairment; novel brominated flame retardants (NBFRs),"The rapidly expanding use of novel brominated flame retardants (NBFRs), combined with limited knowledge of their effects, raises concerns regarding their potential hazards. To address this gap, screening-level toxicokinetic and toxicity profiling was first conducted for 27 environmentally prevalent NBFRs, followed by zebrafish verification using decabromodiphenyl ethane (DBDPE) as a representative compound. The study further integrated transcriptomic analysis and ferrostatin-1 (Fer-1) interventi"
42421041,10.1186/s13020-026-01466-1,Advances in electroacupuncture for perioperative neurocognitive disorders: mechanisms and clinical evidence.,Chinese medicine,2026,"Wei, Shirong",Electroacupuncture; Perioperative neurocognitive disorders; Postoperative cognitive dysfunction; Postoperative delirium,"Perioperative neurocognitive disorders (PND), including postoperative delirium, delayed neurocognitive recovery, and postoperative cognitive dysfunction, are common complications in older surgical patients and are associated with impaired recovery, reduced quality of life, and increased postoperative morbidity. Current management remains largely supportive and preventive, and effective targeted therapies are still lacking. Electroacupuncture (EA), as a minimally invasive neuromodulatory interven"
42406251,10.1007/s10787-026-02326-y,"Neuropathic pain in traumatic brain injury: consequences, mechanisms, and therapeutic avenues.",Inflammopharmacology,2026,"Fazal, Faaizah",Central sensitization; Glial activation; Neuroinflammation; Neuropathic pain; Post-traumatic headache; Traumatic brain injury,"Traumatic brain injury (TBI) is a global health crisis affecting approximately 27 million individuals annually. Nearly half of TBI survivors develop chronic neuropathic pain, with post-traumatic headache representing the most prevalent pain syndrome. Despite substantial advances in understanding TBI pathophysiology, no unified mechanistic framework links acute neuroinflammation to the chronification of post-TBI pain, and no FDA-approved treatment currently targets TBI-specific neuropathic pain. "
42403480,10.3389/fnins.2026.1855414,The ferroptosis-mediated domino effect: metabolic crosstalk from intervertebral disc degeneration to spinal deformity and cord injury: a mini review.,Frontiers in neuroscience,2026,"Zhang, ZhiYu",blood-spinal cord barrier; ferroptosis; intervertebral disc degeneration; mechanobiology; spinal cord injury; targeted delivery systems,"Spinal degeneration, spinal deformity, and spinal cord injury (SCI) are classically managed as discrete biomechanical or neurological entities. However, emerging evidence reveals them as an interconnected pathological continuum. This mini-review introduces the ""ferroptosis-mediated domino effect"" as the core metabolic driver linking these conditions. The cascade initiates within the avascular intervertebral disc, where aberrant mechanotransduction (e.g., via Piezo1) provokes severe oxidative str"
42400752,10.1007/s12035-026-06039-9,Exerkine-Mediated Regulation of the NLRP3 Inflammasome in Neuroprotection: Mechanistic Insights and the Role of Exercise.,Molecular neurobiology,2026,"Tang, Shaokai","Humans; *NLR Family, Pyrin Domain-Containing 3 Protein/metabolism; Animals; *Inflammasomes/metabolism; *Neuroprotection/physiology; Myokines; *Exercise/physiology; Exercise; Exerkines; Exosomal miRNA; Ferroptosis; Lactylation; NLRP3 inflammasome","Neurodegeneration is a leading cause of long-term disability and cognitive impairment, and the aberrant activation of the NOD-like receptor protein 3 (NLRP3) inflammasome is closely implicated in its pathogenesis. The NLRP3 inflammasome, as a central mediator of inflammatory cascades, can, when excessively activated, promote neuroinflammation and glial polarization, induce neuronal death, disrupt the blood-brain barrier, suppress angiogenesis and neurogenesis, impair synaptic plasticity, and ind"
42398881,10.1016/j.exer.2026.111157,Mitochondrial Dysfunction and Diabetic Retinopathy: Research Progress from Pathogenic Mechanisms to Therapeutic Targets.,Experimental eye research,2026,"Zhu, Xiaoyan",diabetic retinopathy; epigenetic modification; mitochondrial DNA; mitochondrial biogenesis; mitochondrial dynamics; mitochondrial dysfunction; mitophagy; neurovascular unit; oxidative stress; therapeutic targets,"Diabetic retinopathy (DR) is one of the most common microvascular complications of diabetes mellitus (DM) and remains a major cause of visual impairment and blindness in adults. Accumulating evidence indicates that DR is not merely a microvascular disorder, but a complex neurovascular disease driven by long-standing hyperglycemia, metabolic dysregulation, oxidative stress, chronic inflammation, neurodegeneration, and impaired neurovascular coupling. Mitochondria are central regulators of cellula"
42393750,10.1186/s12974-026-03924-x,Microglial checkpoint collapse in Alzheimer's disease: a tri-axial framework for biomarker-informed neuroimmune therapy.,Journal of neuroinflammation,2026,"Zhang, Jiahao",APOE epsilon4; Alzheimer's disease; Biomarker-informed therapy; Complement; Ferroptosis; Lipid-droplet-accumulating microglia; Microglia; NLRP3 inflammasome; TREM2; cGAS-STING,"BACKGROUND: Anti-amyloid antibodies have validated amyloid-beta (Abeta) as a disease-relevant target in Alzheimer's disease (AD), but their modest clinical effect, efficacy largely restricted to early disease, and amyloid-related imaging abnormalities (ARIA) indicate that Abeta removal alone does not resolve the glial, lipid, and inflammatory programmes that sustain neurodegeneration. Microglia sit at the centre of this therapeutic gap. Single-nucleus and spatial profiling has resolved several A"
42391944,10.1016/j.jhazmat.2026.142781,6PPD-quinone induces systemic and transgenerational effects in Caenorhabditis elegans.,Journal of hazardous materials,2026,"Yang, Jijingru",Animals; *Caenorhabditis elegans/drug effects/metabolism; Oxidative Stress/drug effects; Phenylenediamines; Benzoquinones; 6PPD; Epigenetics; Mitochondrial Dysfunction; Model Organism; TRWPs,"N-(1,3-dimethylbutyl)-N'-phenyl-p-phenylenediamine quinone (6PPD-Q), a redox-active transformation product of the tire antioxidant 6PPD, has emerged as a pervasive urban contaminant. Although acute lethality (LC(50) >/= 100 mug/L) occurs above most environmental concentrations, growing evidence indicates that environmentally relevant levels (0.1-10 mug/L), which overlap with measured biological effect thresholds and can reach up to 19 mug/L in urban storm runoff, induce substantial sublethal tox"
42391929,10.1016/j.ejmech.2026.119093,Development of potent BChE/Nrf2 modulators for Alzheimer's disease treatment via dual suppression of ferroptosis.,European journal of medicinal chemistry,2026,"Wang, Yuanyuan",Alzheimer's disease; BChE inhibitors; Ferroptosis inhibition; Multitarget-directed ligands; Nrf2 activators,"Targeting multiple pathological mechanisms holds significant potential for Alzheimer's disease (AD) therapy. Here, we designed 50 hybrids combining the benzimidazole-aminofurazan scaffold of a BChE inhibitor (S06-1064) with the 1,2,4-oxadiazole moiety of an Nrf2 activator (6). After four optimization rounds, S27-1046 and S27-1047 emerged as potent, selective BChE inhibitors and Nrf2 activators (S27-1046: eqBChE IC(50) = 2.51 +/- 1.51 nM, hBChE IC(50) = 128.30 +/- 16.89 nM, FP IC(50) = 188.20 +/-"
42386088,10.1016/j.jep.2026.122146,Trifluoro-icaritin mitigates spared nerve injury-induced neuropathic pain by upregulating spinal alpha7nAChR through suppressing ferroptosis.,Journal of ethnopharmacology,2026,"Luo, Fangting",Ferroptosis; Neuropathic pain; Trifluoro-icaritin; alpha7nAChR,"ETHNOPHARMACOLOGICAL RELEVANCE: Epimedium spp. Has served as a traditional analgesic herbal medicine in Chinese medicine for over two thousand years. Its active metabolite, icariin (ICT), along with its fluorinated derivative, trifluoro-icaritin (ICTF), has been shown in our previous research to alleviate neuropathic pain induced by spared nerve injury (SNI) through an alpha7 nicotinic acetylcholine receptor (alpha7nAChR)-dependent pathway. AIM OF THE STUDY: Neuropathic pain remains a significan"
42385643,10.1016/j.intimp.2026.117098,Vagus nerve stimulation alleviates anxiety by inhibiting ferroptosis-related neuronal damage through alpha7nAChR.,International immunopharmacology,2026,"Sun, Jixiang","Animals; *alpha7 Nicotinic Acetylcholine Receptor/metabolism/agonists/antagonists &; *Vagus Nerve Stimulation; Mice; *Neurons/metabolism/pathology/drug effects; Male; *Anxiety/therapy/metabolism; *Ferroptosis/drug effects; Disease Models, Animal; Mice, Inbred C57BL; Hippocampus/metabolism; Anxiety; Chronic restraint stress; Ferroptosis; Neuroinflammation; Vagus nerve stimulation; alpha7nAChR","BACKGROUND: Anxiety disorder is a highly prevalent mental health issue globally; however, existing therapeutic approaches have limitations such as significant side effects and poor compliance. Vagus nerve stimulation (VNS) has been used to treat emotional distress, while the underlying mechanisms remain elusive. METHODS: A chronic restraint stress (CRS)-induced mouse anxiety model in vivo and a corticosterone (CORT)-induced neuronal cell death model in vitro were employed, followed by treatment "
42382985,10.3389/fncel.2026.1813951,Ferroptosis in intracerebral hemorrhage: a bibliometric overview of mechanisms and future directions.,Frontiers in cellular neuroscience,2026,"Yang, Hanbing",bibliometrics; ferroptosis; intracerebral hemorrhage; molecular mechanisms; research fronts,"INTRODUCTION: Research on ferroptosis in intracerebral hemorrhage (ICH) has expanded rapidly in recent years, but the overall knowledge structure and research trends of this field remain unclear. METHODS: A total of 254 publications related to ferroptosis in ICH from the Web of Science Core Collection and Scopus databases (2014-2025) were analyzed using Bibliometrix, VOSviewer, and CiteSpace. Bibliometric analyses were performed to evaluate publication trends, research hotspots, collaboration ne"
42377703,10.1007/s10787-026-02303-5,Clemastine ameliorates ulcerative colitis-induced cognitive impairment by restoring PI3K/Akt/GSK-3beta signaling and suppressing ferroptosis.,Inflammopharmacology,2026,"Didamoony, Manar A",Autophagy; Clemastine; Ferroptosis; Neuroinflammation; Ulcerative colitis,"Ulcerative colitis (UC) is a refractory inflammatory bowel disease with ongoing colonic inflammation and extra-intestinal manifestations, including cognitive impairment. In this study, we evaluated the peripheral and central effects of clemastine on cognitive impairment induced by UC using an acetic acid (1 ml, 4% v/v) model with emphasis on the role of PI3K/Akt/GSK-3beta signaling, ferroptosis, and autophagy in its possible mediated neuroprotection. Clemastine revealed a dose-dependent improvem"
40424201,10.1080/17582024.2025.2510175,The silent saboteur: oxidative stress and the path to cognitive dysfunction.,,2025,,,
33634751,10.1080/15548627.2020.1797280,Guidelines for the use and interpretation of assays for monitoring autophagy (4th edition)&lt;sup&gt;1&lt;/sup&gt;.,,2021,,,
34585268,10.1007/s00259-021-05356-6,"The false myth of ""iodine allergy"" also in nuclear medicine.",,2021,,,
30561866,10.1111/cas.13904,"""Abstracts of the 77th Annual Meeting of the Japanese Cancer Association; 2018 Sept 27-29; Osaka, Japan"" as Cancer Science, Supplement 2, Vol 109 (2018).",,2018,,,
