,ENST00000336517.8,ENST00000466960.5,ENST00000394860.3,ENST00000467555.1,ENST00000394857.7,ENST00000416245.5,ENST00000479793.5
TCGA-PK-A5HB-01,0.886157194361568,0.04393256502326016,8.27336951518509e-05,0.042277519520074906,8.27336951518509e-05,0.0025647511089087233,0.024902502595884602
GTEX-13IVO-0011-R11b-SM-5LZXQ,0.0007209894551210424,0.0007209894551210424,0.06561028416637331,0.0007209894551210424,0.08724194713882732,0.0007209894551210424,0.8442638108743151
TCGA-DJ-A3UR-01,0.6045071640275379,0.2660983264534791,0.0006635677269794775,0.10683315419343796,0.0006635677269794775,0.020570652144606665,0.0006635677269794775
TCGA-22-4607-01,0.9460907877516471,7.425514608596623e-05,0.007499710062474979,0.02235049413385467,7.425514608596623e-05,0.006014875277016813,0.017895622482834536
TCGA-BG-A0MK-01,0.08037921862509229,0.8725842647827159,0.017659231404257715,5.5014306366006497e-05,0.011608025170944246,5.5014306366006497e-05,0.017659231404257715
TCGA-3B-A9HP-01,0.028813762100001028,0.9134526488094198,0.04018224136511021,3.552765149460181e-05,0.015313011549043758,0.0021672808734358737,3.552765149460181e-05
GTEX-11DYG-1526-SM-5A5JS,0.6054793926083365,0.29123381158178896,0.00029094816428170556,0.00029094816428170556,0.011929271590329403,0.02938553070511729,0.06139009718586443
TCGA-MP-A4SW-01,0.43712292797962155,8.469351063208143e-05,0.031421828735942466,0.3591879751127718,0.14660548214055355,0.02549239900984652,8.469351063208143e-05
TCGA-5P-A9KH-01,0.033798381559080874,0.937504795136159,0.028332426488524277,9.109920405895505e-05,9.109920405895505e-05,9.109920405895505e-05,9.109920405895505e-05
GTEX-Y3IK-0001-SM-4WWE1,0.45392015148722326,0.4924026537866256,0.00020255628101305053,0.00020255628101305053,0.00020255628101305053,0.00020255628101305053,0.052866969602099134
GTEX-12ZZY-0011-R5a-SM-5EGL9,0.2194102739861889,0.6853453155202249,0.05358239906897821,0.00013704173928647141,0.004248304782672269,0.03713962316336291,0.00013704173928647141
GTEX-131XW-0726-SM-5EGK3,0.36698033277001585,0.5602235955079493,0.022262735044629754,6.528787692494211e-05,0.011817548970277687,0.02030494110981106,0.018345558720391338
GTEX-YB5K-2026-SM-4VDT3,0.5925150416921994,0.1658698622017078,0.0004353380323919185,0.0004353380323919185,0.10927412144261732,0.0004353380323919185,0.1310349605662997
GTEX-1212Z-0011-R1b-SM-5BC72,0.17990040825943623,0.5040610438600156,0.0016207422230980692,0.0016207422230980692,0.309555578988156,0.0016207422230980692,0.0016207422230980692
TCGA-BH-A0HQ-01,0.1169387136160169,0.7916993276368021,0.028100206278398765,2.193546068165947e-05,0.05244774412139904,0.004189589272687294,0.006602483614014295
TCGA-13-1404-01,0.9355165043143931,5.302877733455201e-05,0.01012829408457879,5.302877733455201e-05,0.04141608546736188,0.012780029801662292,5.302877733455201e-05
GTEX-13VXT-0005-SM-5N9F3,0.22420214143453707,0.6919175133796607,0.0005083719191194602,0.0005083719191194602,0.06659565963156017,0.01575956979688368,0.0005083719191194602
TCGA-HZ-8317-01,0.08264613926723093,0.8356039615357961,0.07815008416814953,0.00014999387784056558,0.00014999387784056558,0.0031498333953017725,0.00014999387784056558
GTEX-ZAB5-2626-SM-5KM3Y,0.5994458447759153,0.3046239605974721,0.0004679368054665936,0.0004679368054665936,0.0004679368054665936,0.09405844740474618,0.0004679368054665936
TCGA-BH-A1FM-11,0.17101813434746788,0.7717049250446201,0.052973741469352825,5.814929467869074e-05,5.814929467869074e-05,0.004128751254522641,5.814929467869074e-05
GTEX-111CU-1426-SM-5GZYP,0.5847983047028671,0.106661470933393,0.00040866633821189986,0.00040866633821189986,0.2660392537082924,0.04127497164081174,0.00040866633821189986
GTEX-Q2AG-0011-R2A-SM-2HMIT,0.06661670090072491,0.6782211681544104,0.16010915614211818,0.000389558528088851,0.09388429921847966,0.000389558528088851,0.000389558528088851
TCGA-DX-A3LT-01,0.8269260988237963,0.17261506765870638,9.176670349948011e-05,9.176670349948011e-05,9.176670349948011e-05,9.176670349948011e-05,9.176670349948011e-05
GTEX-YB5K-2426-SM-5IFHP,0.24108330832988448,0.7051996544863581,0.0004297256974819679,0.0004297256974819679,0.0004297256974819679,0.05199813439382906,0.0004297256974819679
TCGA-A4-7915-01,0.0010029887987531916,0.0010029887987531916,0.0010029887987531916,0.4724132091267631,0.12136473722347518,0.0010029887987531916,0.402210098454749
TCGA-BP-4798-01,0.3363707407892825,0.4859312512687106,0.00011965962964561489,0.00011965962964561489,0.0934555480532752,0.020462470163598454,0.0635406704658422
GTEX-XV7Q-1726-SM-4BRUU,0.32245081153023875,0.5430101256029249,0.00044111761894201243,0.00044111761894201243,0.00044111761894201243,0.00044111761894201243,0.1327745923910682
GTEX-QDT8-2526-SM-48TYX,0.08467736482851881,0.7104574651002089,0.0002483255252407241,0.0002483255252407241,0.1815224867453556,0.022597706750194475,0.0002483255252407241
TCGA-W3-A828-06,0.3211062033481671,0.6785948759290436,5.978414455779701e-05,5.978414455779701e-05,5.978414455779701e-05,5.978414455779701e-05,5.978414455779701e-05
TCGA-06-5414-01,0.02330552070596499,0.9562869922921934,0.020254911013416848,3.8143997106125305e-05,3.8143997106125305e-05,3.8143997106125305e-05,3.8143997106125305e-05
TCGA-90-A59Q-01,0.3734221280514003,0.41980152880764277,7.729739529004096e-05,0.0650088221613803,0.10134025895912845,0.02790522957548728,0.012444735049671076
TCGA-D3-A3BZ-06,0.3751889175975955,0.32960022191778454,0.045784057020524516,0.0002071680463489326,0.24880529932504866,0.0002071680463489326,0.0002071680463489326
TCGA-E7-A7XN-01,0.38657817340882533,0.39102481984881454,0.05687080709332143,0.06793656518980437,0.029579307535830247,7.376173359966347e-05,0.06793656518980437
GTEX-NPJ8-1526-SM-26GMH,0.06180648609077351,0.2072296090157028,0.00011016870279515266,0.00011016870279515266,0.00011016870279515266,0.00011016870279515266,0.730523230082343
TCGA-CR-6491-01,0.5766356342087414,0.00015250370346428182,0.00015250370346428182,0.3829510498162082,0.03980330116119318,0.00015250370346428182,0.00015250370346428182
GTEX-14C5O-0126-SM-5SI6N,0.6897660744630256,0.22883491206854734,0.0001829172909211862,0.0001829172909211862,0.05322984140116986,0.027620420194493796,0.0001829172909211862
TCGA-AZ-6598-11,0.5215968948377314,0.13434431577563175,0.0002978775848681698,0.0002978775848681698,0.2803123447431994,0.01817132191831334,0.04497936755538781
GTEX-POMQ-0006-SM-33HBY,0.0017953112440762596,0.23518202333107333,0.43267320794146,0.0017953112440762596,0.3249635237511618,0.0017953112440762596,0.0017953112440762596
TCGA-66-2783-01,0.685165730250928,0.09290660007983378,0.03153996565716684,0.07435764552617172,0.09576384568676002,0.020123497769229143,0.00014271502991048882
TCGA-IF-A4AJ-01,0.012591773327460741,0.9715938650904506,0.013188509022462777,5.9676617282169874e-05,5.9676617282169874e-05,5.9676617282169874e-05,0.0024468227077791985
TCGA-K1-A3PO-11,0.0213688176724644,0.8967333116324293,0.06367411869584623,3.615741079560438e-05,3.615741079560438e-05,3.615741079560438e-05,0.018115279766873077
TCGA-CJ-4888-01,0.22572885076140092,0.5790913003380646,0.00011937287968937475,0.04428809425093041,0.11233370184361288,0.02041343430713329,0.018025245619168517
TCGA-HC-7748-01,0.9741292444346982,0.00019022376315244797,0.017310426757259172,0.00019022376315244797,0.00019022376315244797,0.007799433755433162,0.00019022376315244797
GTEX-SIU7-0001-SM-3NMAW,0.1524559728995339,0.7386508958676863,0.01817582397385314,0.0492874645629333,0.041102346770452894,0.00016374796277026656,0.00016374796277026656
GTEX-1445S-1226-SM-5O9BF,0.0007261933256602813,0.7632572487386452,0.12418314600618854,0.0007261933256602813,0.10965483195252523,0.0007261933256602813,0.0007261933256602813
TCGA-E2-A1L6-01,0.7146503925830543,0.0949037925889898,0.0002151916251177602,0.0002151916251177602,0.16591423225750102,0.023886007695101637,0.0002151916251177602
TCGA-DX-A8BH-01,0.6373936650697481,0.23500389695955906,0.028339469959610696,0.0001565657846220612,0.0001565657846220612,0.0001565657846220612,0.09879327065721603
TCGA-22-5489-11,0.027935285058774184,0.8799127319368758,0.0001159131891043237,0.0001159131891043237,0.05575451124373098,0.0001159131891043237,0.036049732193306
TCGA-YA-A8S7-01,0.7011334483653197,0.13048546051547577,5.6220700962894324e-05,5.6220700962894324e-05,0.12767615072438157,0.008489297957584541,0.03210320103531276
TCGA-B6-A0I2-01,0.05103444864689334,0.8214901696606627,0.031750326026482215,0.007755928486175148,0.05574612042721611,4.284882641211151e-05,0.03218015792615829
TCGA-CV-5443-01,0.626684776499039,0.08948637529884959,6.623768845725686e-05,0.20738908228393976,0.0762410528527999,6.623768845725686e-05,6.623768845725686e-05
TCGA-OR-A5JF-01,0.49861692844875105,0.15947517529488814,0.025296888743489048,0.2825746143889641,0.012986925759991216,0.001292521298736036,0.019756946065180265
GTEX-11OF3-2526-SM-5P9JL,0.001034121991742879,0.9110626057923864,0.001034121991742879,0.001034121991742879,0.08376678424889925,0.001034121991742879,0.001034121991742879
GTEX-ZTSS-1026-SM-5985N,0.9403789270071968,0.0009033133275694355,0.0009033133275694355,0.0009033133275694355,0.0009033133275694355,0.05510450635495612,0.0009033133275694355
TCGA-86-8668-01,0.3950629178254588,0.44477707683967865,0.04256331536693773,0.0732795442302804,0.04402461936016141,0.00014626318874159252,0.00014626318874159252
TCGA-06-0678-11,0.15584087286491624,0.8392924850425746,0.00010814432406888396,0.00010814432406888396,0.00010814432406888396,0.004434064796233646,0.00010814432406888396
TCGA-B9-4617-01,0.26035157196949454,0.6740058520097465,0.00024770884810050353,0.00024770884810050353,0.06465174062835688,0.00024770884810050353,0.00024770884810050353
GTEX-145LS-2726-SM-5Q5D8,0.2389525007034306,0.739537787786226,0.00039109203395743913,0.00039109203395743913,0.00039109203395743913,0.019945343374513185,0.00039109203395743913
GTEX-XQ8I-0006-SM-4BOQ5,0.017544135382496894,0.017544135382496894,0.017544135382496894,0.8947351877050185,0.017544135382496894,0.017544135382496894,0.017544135382496894
TCGA-BR-6453-11,0.4725155112477434,0.0006464084126369944,0.0006464084126369944,0.0006464084126369944,0.5242524466890717,0.0006464084126369944,0.0006464084126369944
TCGA-KC-A7FE-01,0.6803427584447962,0.20590255940222754,0.02983880704664699,0.00011432540640640079,0.00011432540640640079,0.01040365063383734,0.07328357365967908
TCGA-AB-2901-03,0.3104032347992365,0.0001120177904860855,0.04603948473575988,0.0001120177904860855,0.5714168551842936,0.07180437190925167,0.0001120177904860855
TCGA-55-8512-01,0.5088282073201201,0.19829917148600135,0.09244573388258386,0.1771386034437928,0.0007057038763232542,0.021876876114855347,0.0007057038763232542
GTEX-12ZZY-0011-R10b-SM-5HL7W,0.06949751019335702,0.9210842978294013,9.913851011300797e-05,9.913851011300797e-05,9.913851011300797e-05,0.009021637936789695,9.913851011300797e-05
GTEX-ZZ64-0726-SM-5GZX4,0.675034556561686,0.0013209881718112785,0.0013209881718112785,0.0013209881718112785,0.3183605025792577,0.0013209881718112785,0.0013209881718112785
TCGA-HT-8018-01,0.7439348830381406,0.16055597410477956,0.000516246691887824,0.000516246691887824,0.0934441560895285,0.000516246691887824,0.000516246691887824
GTEX-14753-0326-SM-5QGQB,0.9939821894390255,0.0010029684268290924,0.0010029684268290924,0.0010029684268290924,0.0010029684268290924,0.0010029684268290924,0.0010029684268290924
TCGA-13-0920-01,0.9452935458267578,0.00012841793361810093,0.04250670706430058,0.00012841793361810093,0.00012841793361810093,0.011686075374469319,0.00012841793361810093
TCGA-EE-A29S-06,0.8802874815344345,0.00010093727446206637,0.04047701345180406,0.00010093727446206637,0.016250711069926416,0.007166809173973903,0.05561611022093695
TCGA-CQ-6229-01,0.4019994922270142,9.874488776305205e-05,9.874488776305205e-05,0.42864807935071736,0.15118276489360646,0.004048675086815493,0.01392349866632035
TCGA-ZB-A96K-01,0.3633331159719329,0.5468680837226906,0.00019735282225907428,0.00019735282225907428,0.07519417785157073,0.014012563987028617,0.00019735282225907428
GTEX-ZDXO-2326-SM-5LU9W,0.292836909284967,0.6153031605046976,0.0003749457024384509,0.0003749457024384509,0.0003749457024384509,0.01912189493163339,0.07161319817138649
TCGA-MH-A561-01,0.8818266593815464,0.11259908416445268,0.0011148512908001945,0.0011148512908001945,0.0011148512908001945,0.0011148512908001945,0.0011148512908001945
TCGA-HE-A5NH-01,0.3180191290558815,0.5676546728313125,3.817229499034754e-05,3.817229499034754e-05,0.11111961817891654,0.0030920630489181342,3.817229499034754e-05
GTEX-1314G-1326-SM-5BC6E,0.6156560917444149,0.0005083805954435813,0.0005083805954435813,0.0005083805954435813,0.38180200527836716,0.0005083805954435813,0.0005083805954435813
GTEX-1313W-0826-SM-5EQ4T,0.4244230205721034,0.50294579074727,0.00039260735343511245,0.00039260735343511245,0.00039260735343511245,0.02002262331038519,0.05143074330993578
TARGET-20-PANLKB-09,0.1143463741957771,0.00012551805525001203,0.00012551805525001203,0.00012551805525001203,0.005146411472517808,0.018953164080561368,0.8611774960853937
GTEX-12WSC-0011-R5b-SM-5CVNS,0.5784251611340655,0.01797583023618204,0.00035247345092717197,0.00035247345092717197,0.3845657580407887,0.01797583023618204,0.00035247345092717197
TCGA-CR-6484-01,0.2247939889209676,0.44803252160285173,7.343744353996585e-05,0.3246766105736356,7.343744353996585e-05,0.0022765665719251442,7.343744353996585e-05
GTEX-NPJ7-2926-SM-3MJGQ,0.08363594542569336,0.4564620842360037,0.00024527145027362717,0.00024527145027362717,0.40741385087708787,0.05175230511039409,0.00024527145027362717
TCGA-DU-7292-01,0.003405755023985221,0.9363958080007246,0.015396971096315536,4.7966622420329207e-05,0.012519236415322654,4.7966622420329207e-05,0.032186296218811174
TCGA-SX-A7SN-01,0.11919661137245376,0.7539888673037742,0.05987157891474726,4.9439206964693686e-05,0.011914936948162489,0.0020270749208828064,0.05295149133301485
GTEX-XLM4-0008-SM-4AT4W,0.31146759366073207,0.6876059683284784,0.00018528760215793887,0.00018528760215793887,0.00018528760215793887,0.00018528760215793887,0.00018528760215793887
TCGA-XE-AAOF-01,0.5175014031969031,0.259019869983105,0.0005385002666399458,0.0005385002666399458,0.1782451441414996,0.027463031186591432,0.01669355095862107
GTEX-OHPL-0526-SM-2HMIX,0.4318265835821199,0.1401383737489215,0.0006341114133914732,0.3557471156273363,0.0006341114133914732,0.07038559280144795,0.0006341114133914732
GTEX-11GSO-2926-SM-5HL73,0.4429214841224881,0.0015220409423330752,0.0015220409423330752,0.0015220409423330752,0.4429214841224881,0.10806886798569157,0.0015220409423330752
GTEX-117YW-1426-SM-5EGGO,0.6948175192671447,0.24951631144967795,0.0006548744819242608,0.0006548744819242608,0.0006548744819242608,0.05304667135548031,0.0006548744819242608
TCGA-CN-6018-01,0.254963559775758,0.00011227022407287063,0.013585043282200724,0.6322043960665022,0.09891019020332033,0.00011227022407287063,0.00011227022407287063
GTEX-SIU8-0226-SM-2XCDS,7.190465660047081e-05,0.9485164696206354,7.190465660047081e-05,7.190465660047081e-05,0.05112400709636238,7.190465660047081e-05,7.190465660047081e-05
TCGA-AZ-4616-01,0.29038036074824153,0.5869932376221557,0.04889449282197963,0.022895625476160187,0.03385976541166785,0.0009709709733579165,0.016005546946437205
TCGA-D8-A73X-01,0.22865635215470909,0.617346729199379,0.06989596112455608,3.279994459403657e-05,0.05809077564086181,0.020040369281804252,0.00593701265409567
TCGA-GV-A3JX-01,0.3206045500515932,0.549566818545889,0.03387504810964521,5.2035899495117034e-05,0.047404466420634186,0.010459566032511074,0.03803751494023215
TCGA-50-6592-01,0.73062396735208,0.16519031220627173,0.019811761731679475,3.6620245429183987e-05,0.06778458266796553,0.011389127076704487,0.005163628719869309
GTEX-13O3O-0011-R10a-SM-5LUA9,0.0004745977582776614,0.6127170516441819,0.0004745977582776614,0.0004745977582776614,0.3849099595644296,0.0004745977582776614,0.0004745977582776614
GTEX-PLZ4-0226-SM-5SI7M,0.6300380305547384,0.22330861590363765,0.145089077517766,0.0003910690059644369,0.0003910690059644369,0.0003910690059644369,0.0003910690059644369
TCGA-BJ-A28V-01,0.5050465787844504,0.25622592388569587,0.0006724843685982868,0.0006724843685982868,0.0006724843685982868,0.0006724843685982868,0.23603755985546068
GTEX-WY7C-2626-SM-3NB2P,0.28865975791961823,0.7099266613486448,0.00028271614634732626,0.00028271614634732626,0.00028271614634732626,0.00028271614634732626,0.00028271614634732626
TCGA-A8-A084-01,0.16540166683121063,0.6923846655719323,0.026940971358323976,0.0001073303478172432,0.08919123052355295,0.025866805019345553,0.0001073303478172432
TCGA-MX-A663-01,0.43332896209461974,0.2802788077066549,0.0004372465342229204,0.0004372465342229204,0.26278130905521985,0.022299181540836627,0.0004372465342229204
TCGA-S9-A6TU-01,0.08760333440201125,0.8105817469955482,0.09716830369967314,0.00013666482552523524,0.00013666482552523524,0.004236620426191887,0.00013666482552523524
GTEX-13PVQ-1326-SM-5LU4J,0.002398072661198475,0.9856115640328094,0.002398072661198475,0.002398072661198475,0.002398072661198475,0.002398072661198475,0.002398072661198475
TARGET-20-PANGDN-09,0.5333322271001993,0.4348851683407009,0.016608969930281398,0.00020504190556086538,0.00020504190556086538,0.0145585089121359,0.00020504190556086538
TARGET-10-PANKDT-03,0.6904048018433869,0.002457001414791393,0.002457001414791393,0.002457001414791393,0.14988359624872383,0.002457001414791393,0.14988359624872383
GTEX-NPJ8-0011-R1a-SM-33HCB,0.0004120222905685636,0.8574414169288362,0.0004120222905685636,0.0004120222905685636,0.12401701799507298,0.016893475913816135,0.0004120222905685636
GTEX-146FH-0826-SM-5SI8T,0.1772426308914923,0.7402053928848092,0.00019892297756871478,0.00019892297756871478,0.05987499961405013,0.02208020767694227,0.00019892297756871478
GTEX-XUYS-0426-SM-47JX3,0.07579908699985717,0.7798801202948293,0.0002697525618322564,0.0002697525618322564,0.0002697525618322564,0.0002697525618322564,0.1432417824579842
TCGA-A6-5659-11,0.22013651609389936,0.44161784753444117,0.00015066901552280665,0.00015066901552280665,0.3376429603095683,0.00015066901552280665,0.00015066901552280665
GTEX-11ZTS-2326-SM-5EQMY,0.41797832546649955,0.3625872342302646,0.0004260764806035819,0.0004260764806035819,0.16234108179521584,0.0558151290662093,0.0004260764806035819
GTEX-13X6J-1326-SM-5QGOV,0.0006381499280337007,0.7217559663146901,0.0006381499280337007,0.0006381499280337007,0.27505328404514134,0.0006381499280337007,0.0006381499280337007
GTEX-13PDP-0726-SM-5L3HP,0.4356652877871546,0.46985648764697807,0.09375842039902382,0.0001799510417109326,0.0001799510417109326,0.0001799510417109326,0.0001799510417109326
TCGA-29-1702-01,0.9775546449879107,0.00012066954716523201,0.021842007276263203,0.00012066954716523201,0.00012066954716523201,0.00012066954716523201,0.00012066954716523201
GTEX-13U4I-1926-SM-5LU39,0.3053478846032947,0.6934317288889111,0.00024407730155885833,0.00024407730155885833,0.00024407730155885833,0.00024407730155885833,0.00024407730155885833
TCGA-B0-4818-01,0.23244272183099168,0.6808208657785013,0.0002668741441387828,0.0002668741441387828,0.0002668741441387828,0.013610342273569847,0.07232544768452052
TARGET-10-PAPFXN-09,0.23825561528066092,0.7079807904631015,0.0005659185787916763,0.0005659185787916763,0.04018169188559471,0.011884146634267841,0.0005659185787916763
TCGA-DB-A75P-01,0.9974758448401321,0.0004206925266445724,0.0004206925266445724,0.0004206925266445724,0.0004206925266445724,0.0004206925266445724,0.0004206925266445724
GTEX-N7MS-0007-SM-26GME,0.9735682362869004,0.004405293952183325,0.004405293952183325,0.004405293952183325,0.004405293952183325,0.004405293952183325,0.004405293952183325
GTEX-Y111-1626-SM-57WCY,0.8816327281020623,0.00015656503584891688,0.00015656503584891688,0.00015656503584891688,0.00015656503584891688,0.0486927126826698,0.06904829907187242
TCGA-BP-4774-01,0.23604319903642246,0.2293182089190873,0.20241987011688473,0.0006725004349440447,0.31675138247404994,0.014122338583667434,0.0006725004349440447
GTEX-13OVJ-1026-SM-5IFGI,0.23128338295981332,0.7659029611441659,0.0005627311792041461,0.0005627311792041461,0.0005627311792041461,0.0005627311792041461,0.0005627311792041461
TCGA-NC-A5HP-01,0.2751286332219197,0.4163527323523706,0.07141040927047008,0.04272955779330026,0.14716211254771414,0.028021503902583074,0.019195050911642197
TCGA-33-4566-01,0.1515986078917245,0.25751500627808627,0.028133413328257445,0.2815822717272398,0.24919178449537832,0.007668331444683222,0.024310584834630517
TCGA-S2-AA1A-01,0.26613679430811904,0.1660327661131442,0.00034518081114289694,0.22126388345715953,0.09009181724038323,0.014152884085245076,0.24197667398480602
TCGA-RW-A68B-01,0.1600739350679352,0.7433483309662028,0.05170007978652156,6.374670584576597e-05,0.019825627193097366,6.374670584576597e-05,0.02492453357455156
TCGA-KO-8405-01,0.35710000096997496,0.5845101745178131,0.05593131433450972,0.0006146275444255705,0.0006146275444255705,0.0006146275444255705,0.0006146275444255705
TCGA-55-8511-01,0.8839069897535842,6.254987267664799e-05,0.019453404536123122,6.254987267664799e-05,0.053229376339085185,0.010070411686328013,0.03321471793952629
GTEX-13FHO-0326-SM-5IJBH,0.5458485518468934,0.28724877181795583,0.019276308818870987,0.0004701382328762036,0.0004701382328762036,0.0004701382328762036,0.14621595281765115
TCGA-06-5418-01,0.1470479503685885,0.6266182009640846,0.0002446757225405951,0.0002446757225405951,0.16907773316625527,0.0002446757225405951,0.05652208833344958
GTEX-144GN-1626-SM-5Q5BU,0.23608587120258767,0.6890036877168175,0.00017220129464673672,0.00017220129464673672,0.00017220129464673672,0.00017220129464673672,0.07422163590200802
TCGA-FY-A3TY-01,0.32121485621245205,0.31736402925139484,0.000386541390212618,0.000386541390212618,0.34441276612237065,0.015848724243144364,0.000386541390212618
GTEX-T5JC-1526-SM-4DM68,0.0012706412385379213,0.5730657036957839,0.039389979132249356,0.0012706412385379213,0.1918661967281765,0.0012706412385379213,0.1918661967281765
GTEX-Q2AI-1726-SM-2S1PZ,0.0011273727519141108,0.5648267492913644,0.0011273727519141108,0.0011273727519141108,0.2716988414827476,0.15896491821823155,0.0011273727519141108
TCGA-FG-6691-01,0.10043061025939286,0.8529132756376252,0.00010033210613135047,0.00010033210613135047,0.00010033210613135047,0.0031103032444909713,0.04324481454009695
GTEX-X4LF-0126-SM-4QAS7,0.4187277859922489,0.33501197272071637,0.0001946654620018945,0.0001946654620018945,0.18124141453334164,0.0001946654620018945,0.06443483036768732
GTEX-13NYB-1726-SM-5N9G2,0.4220799103852255,0.5737078122155927,0.0008424554798363336,0.0008424554798363336,0.0008424554798363336,0.0008424554798363336,0.0008424554798363336
TCGA-C8-A135-01,0.7274536960015531,0.1543874433802245,0.00014150369295822576,0.00014150369295822576,0.00014150369295822576,0.004386625700244331,0.11334772383910345
TCGA-A7-A2KD-01,0.44296373350773915,0.40744027236194075,0.046654514246566775,0.04113073011985999,0.05770581401740631,0.0040259933144378415,7.894243204930423e-05
GTEX-14E1K-0326-SM-5S2PE,0.0013209653230842207,0.18626239120705743,0.12020829098940226,0.0013209653230842207,0.12020829098940226,0.0013209653230842207,0.5693581308448855
TCGA-DU-5849-01,0.014014990209005882,0.961937153843285,0.011946356967309266,5.171400436339602e-05,0.011946356967309266,5.171400436339602e-05,5.171400436339602e-05
TCGA-BR-6454-11,0.9946762393725309,0.0008872934379115264,0.0008872934379115264,0.0008872934379115264,0.0008872934379115264,0.0008872934379115264,0.0008872934379115264
TARGET-20-PABLDZ-09,0.31629556953143595,0.5079805812459393,0.014554864842178746,0.00035498489368228966,0.15300442185205848,0.007454592741022695,0.00035498489368228966
GTEX-QCQG-0006-SM-5SI8M,0.9957954014983944,0.0007007664169342668,0.0007007664169342668,0.0007007664169342668,0.0007007664169342668,0.0007007664169342668,0.0007007664169342668
TCGA-DD-A1EE-01,0.5986569156142921,0.3957061384515521,0.0011273891868311566,0.0011273891868311566,0.0011273891868311566,0.0011273891868311566,0.0011273891868311566
GTEX-Q734-0826-SM-48U1G,0.17125634236716966,0.6630682697239915,0.0003487858961354051,0.0003487858961354051,0.0003487858961354051,0.017787768245274484,0.146841261975158
TCGA-77-A5GH-01,0.21447090015198694,0.14085218199295554,5.8421293162598386e-05,0.22906894948522194,0.40141149006120636,0.014079635722303882,5.8421293162598386e-05
TCGA-EB-A3XC-01,0.8864201532470786,0.05549349922395323,5.8970893842932985e-05,5.8970893842932985e-05,5.8970893842932985e-05,0.005956012872629358,0.05195342197480995
GTEX-113IC-0126-SM-5HL6T,0.26633269393595393,0.7099559623525853,0.00015297690060892856,0.00015297690060892856,0.00015297690060892856,0.023099436109025224,0.00015297690060892856
TCGA-KK-A8IF-01,0.5528163624062,0.39878200718431517,1.8943628542667466e-05,1.8943628542667466e-05,0.012711448273143525,0.00778586056148269,0.027866434317773556
GTEX-1269C-0826-SM-5N9EM,0.0021413612353721606,0.9871518325877672,0.0021413612353721606,0.0021413612353721606,0.0021413612353721606,0.0021413612353721606,0.0021413612353721606
TCGA-X7-A8D6-11,0.5719794868404742,0.2883584716735788,0.00042973512200468494,0.00042973512200468494,0.12934850754124744,0.009024328578685237,0.00042973512200468494
TCGA-4Z-AA83-01,0.21837965889575173,0.19898207613167104,0.05468581185599758,0.4451336240770069,0.06923812117573196,0.009821849195548564,0.0037588586682921863
TCGA-18-5592-01,0.6578025782027443,0.15154588334688204,6.473594692811071e-05,6.473594692811071e-05,0.18068223473517417,0.009775095874415066,6.473594692811071e-05
GTEX-OHPK-1526-SM-3MJGM,0.17818230212580966,0.7235306078093375,0.0006341122878128707,0.0006341122878128707,0.0006341122878128707,0.0006341122878128707,0.09575064091360148
GTEX-11TUW-2626-SM-5EQKZ,0.9897785745203574,0.0017035709132737823,0.0017035709132737823,0.0017035709132737823,0.0017035709132737823,0.0017035709132737823,0.0017035709132737823
GTEX-139UC-0011-R5b-SM-5K7VY,0.3236741349693148,0.6749319657034143,0.00027877986545412785,0.00027877986545412785,0.00027877986545412785,0.00027877986545412785,0.00027877986545412785
GTEX-RVPU-1526-SM-47JXQ,0.4635891153603565,0.0008569024508127576,0.0008569024508127576,0.24078519580450625,0.0008569024508127576,0.0008569024508127576,0.29219807903188627
GTEX-QEL4-1126-SM-4R1JJ,0.20997635986267457,0.7629174235977653,0.0003614036799195269,0.0003614036799195269,0.0003614036799195269,0.025660601819881647,0.0003614036799195269
GTEX-S32W-0726-SM-2XCBL,0.16122320169697815,0.6711147091135744,0.16582475307966899,0.0004593340274445237,0.0004593340274445237,0.0004593340274445237,0.0004593340274445237
TCGA-D3-A2JC-06,0.6013848290826922,0.3350760273126066,6.080124450186649e-05,6.080124450186649e-05,0.055999601814417405,0.007357138056778134,6.080124450186649e-05
GTEX-WRHK-1626-SM-3MJFH,0.0015220843717148368,0.9908674937697111,0.0015220843717148368,0.0015220843717148368,0.0015220843717148368,0.0015220843717148368,0.0015220843717148368
TARGET-20-PASTTW-09,0.04488391417446297,0.23166986574379053,0.0002787853371132587,0.5885114151982102,0.0002787853371132587,0.05882373921014313,0.07555349499916666
TCGA-34-8454-01,0.6237671374747752,0.24790846736623787,0.012257252600867642,0.0589804014734669,0.029187196490310704,6.771708763433786e-05,0.027831827506707322
TCGA-3E-AAAZ-01,0.33985671562654984,0.47638455204946556,0.0003500135843958105,0.0003500135843958105,0.16485831232405854,0.017850379246738424,0.0003500135843958105
TCGA-BP-4163-01,0.7863890443839634,0.0005534018656042172,0.0005534018656042172,0.0005534018656042172,0.17763836808622116,0.03375898006739869,0.0005534018656042172
GTEX-Z9EW-0126-SM-5CVM6,0.05102252347024632,0.9485383859637256,8.781811320563473e-05,8.781811320563473e-05,8.781811320563473e-05,8.781811320563473e-05,8.781811320563473e-05
TCGA-CV-6951-01,0.6193983384843857,0.24509949522753255,4.990830448565315e-05,0.03548466307083706,0.0774086939514374,0.0015471613958302633,0.021011739565491638
