,ENST00000336517.8,ENST00000466960.5,ENST00000394860.3,ENST00000467555.1,ENST00000394857.7,ENST00000416245.5,ENST00000479793.5
GTEX-13FLV-1326-SM-5L3EJ,0.0006863279991006867,0.04186782640503108,0.0006863279991006867,0.0006863279991006867,0.4330741096367586,0.0006863279991006867,0.5223127519618075
GTEX-13PL7-2726-SM-5L3GB,0.9300742627733074,0.020261963822049298,0.00039730038707998515,0.00039730038707998515,0.00039730038707998515,0.048074571856322974,0.00039730038707998515
GTEX-ZVZQ-0006-SM-51MR8,0.0647222224718682,0.5660906338035974,0.0009115471857632119,0.0009115471857632119,0.3655409549814817,0.0009115471857632119,0.0009115471857632119
GTEX-QV44-0526-SM-2S1RE,0.0010905179805675129,0.993456892116595,0.0010905179805675129,0.0010905179805675129,0.0010905179805675129,0.0010905179805675129,0.0010905179805675129
GTEX-WY7C-0426-SM-3NB3C,0.13017118271370287,0.6870476213815789,0.0003416441408011784,0.0003416441408011784,0.04133999444841061,0.0003416441408011784,0.14041626903390383
GTEX-OOBK-0126-SM-2YUND,0.6117347391115835,0.32530797841913467,0.000138366096915854,0.000138366096915854,0.000138366096915854,0.06240381808161854,0.000138366096915854
TCGA-DD-AACA-02,0.07043127117291563,0.619876859967207,0.07792255514685048,0.0004994960333102072,0.10289656822907417,0.0004994960333102072,0.1278737534173324
TCGA-BJ-A28S-01,0.28965801718038725,0.5401464418141619,0.0006422499537643043,0.16762654119039355,0.0006422499537643043,0.0006422499537643043,0.0006422499537643043
GTEX-ZPCL-0004-SM-4WWD6,0.7741075597642478,0.09570950007907253,0.00036670458964353867,0.00036670458964353867,0.11404743802543377,0.015035388362315001,0.00036670458964353867
GTEX-X5EB-0326-SM-4QASF,0.9530900904103958,0.000710727673963226,0.000710727673963226,0.000710727673963226,0.000710727673963226,0.04335627121978813,0.000710727673963226
TCGA-D3-A8GD-06,0.21798432554696598,0.6009414352037107,0.0917146687037944,0.07923031262085564,0.00013875201130734725,0.009851753902058646,0.00013875201130734725
TARGET-30-PASFIC-01,0.642910377317526,0.0005892590138146505,0.0005892590138146505,0.24218636391777806,0.0005892590138146505,0.0005892590138146505,0.11254622270943739
GTEX-13G51-2126-SM-5IJD9,0.4798080484579435,0.5174994603174392,0.0005384982449234773,0.0005384982449234773,0.0005384982449234773,0.0005384982449234773,0.0005384982449234773
TCGA-13-1485-01,0.730339914730845,8.131832274898137e-05,0.01065253044066733,8.131832274898137e-05,0.23753960584058803,0.02122399401965274,8.131832274898137e-05
